x_m,y_m
3.271484375000000087e-03,1.447310088466635496e-02
3.259918013440797624e-03,1.448242187500000007e-02
3.251953125000000069e-03,1.448901127039480333e-02
3.236559099812436925e-03,1.450195312500000139e-02
3.232421875000000052e-03,1.450555091551042688e-02
3.214363158568993902e-03,1.452148437499999924e-02
3.212890625000000035e-03,1.452283169803093854e-02
3.193366669451364135e-03,1.454101562500000056e-02
3.193359374999999584e-03,1.454102266341271606e-02
3.173828125000000000e-03,1.456033187688017191e-02
3.173616482513654663e-03,1.456054687500000014e-02
3.155108579159470600e-03,1.458007812499999972e-02
3.154296874999999983e-03,1.458096067768085285e-02
3.137810845831665984e-03,1.459960937500000104e-02
3.134765624999999965e-03,1.460316255424872617e-02
3.121644168751188178e-03,1.461914062500000062e-02
3.115234374999999948e-03,1.462725988319229023e-02
3.106554898198487027e-03,1.463867187500000021e-02
3.095703124999999931e-03,1.465383547585267197e-02
3.092632854109037075e-03,1.465820312499999979e-02
3.080163564889032164e-03,1.467773437500000111e-02
3.076171874999999913e-03,1.468420340066556307e-02
3.068515728902998247e-03,1.469726562500000069e-02
3.058252365683526014e-03,1.471679687499999854e-02
3.056640624999999896e-03,1.471998792620870210e-02
3.048948409027104831e-03,1.473632812499999986e-02
3.041052099720908432e-03,1.475585937499999944e-02
3.037109374999999879e-03,1.476638988218101009e-02
3.033849921731384715e-03,1.477539062500000076e-02
3.028166451326881354e-03,1.479492187500000035e-02
3.023635917274242017e-03,1.481445312500000167e-02
3.020060591778605912e-03,1.483398437499999951e-02
3.017578124999999861e-03,1.485279933864031010e-02
3.017482789864764890e-03,1.485351562500000083e-02
3.016097269534703286e-03,1.487304687500000042e-02
3.015944179982546231e-03,1.489257812500000000e-02
3.017031467187576265e-03,1.491210937499999958e-02
3.017578124999999861e-03,1.491658163161745619e-02
3.019368756622917670e-03,1.493164062500000264e-02
3.022784240133103220e-03,1.495117187500000049e-02
3.027250550221223611e-03,1.497070312500000007e-02
3.033016651104426375e-03,1.499023437499999965e-02
