x_m,y_m
6.759507621369198818e-03,1.447265625000000028e-02
6.738281250000000347e-03,1.445350493170508357e-02
6.715296315099181929e-03,1.443359375000000284e-02
6.699218750000000312e-03,1.442031604592507350e-02
6.666531675644443884e-03,1.439453125000000021e-02
6.660156250000000278e-03,1.438964831833964425e-02
6.621093750000000243e-03,1.436146510924353470e-02
6.612725371649158350e-03,1.435546875000000104e-02
6.582031250000000208e-03,1.433465343070220756e-02
6.554219541545977350e-03,1.431640625000000014e-02
6.542968750000000173e-03,1.430915426192988331e-02
6.503906249999999271e-03,1.428570433427609788e-02
6.490073328317237829e-03,1.427734375000000097e-02
6.464843750000000104e-03,1.426271160265207838e-02
6.425781250000000069e-03,1.424133927640312824e-02
6.420282687784743467e-03,1.423828125000000007e-02
6.386718750000000035e-03,1.422068179548286772e-02
6.347656250000000867e-03,1.420114392391194809e-02
6.343877768178704177e-03,1.419921875000000264e-02
6.308593749999999965e-03,1.418233501311387187e-02
6.269531249999999931e-03,1.416465018050148961e-02
6.259837328826700978e-03,1.416015625000000000e-02
6.230468749999999896e-03,1.414718679214336215e-02
6.191406249999999861e-03,1.413127461925420270e-02
6.166948336772918801e-03,1.412109375000000083e-02
6.152343749999999827e-03,1.411507680575175595e-02
6.113281249999999792e-03,1.410048939231220259e-02
6.074218749999999757e-03,1.408627394186065009e-02
6.062823464989961636e-03,1.408203124999999993e-02
6.035156249999999722e-03,1.407217052343362126e-02
5.996093750000000555e-03,1.405957209606030663e-02
5.957031249999999653e-03,1.404715765774910627e-02
5.944091091052061161e-03,1.404296875000000076e-02
5.917968750000000486e-03,1.403483875549990136e-02
5.878906250000001318e-03,1.402391692184938067e-02
5.839843750000000416e-03,1.401349255251687319e-02
5.804515409005554794e-03,1.400390624999999986e-02
5.800781250000000382e-03,1.400287972994944743e-02
5.761718750000000347e-03,1.399316165727793222e-02
5.722656250000000312e-03,1.398442520994527295e-02
5.683593750000000278e-03,1.397613847801617952e-02
5.644531250000000243e-03,1.396793190222525051e-02
5.629658216862155895e-03,1.396484375000000069e-02
5.605468750000000208e-03,1.395998305327579916e-02
5.566406250000000173e-03,1.395302502868218074e-02
5.527343750000000139e-03,1.394676157173370228e-02
5.488281250000000104e-03,1.394097573524390003e-02
5.449218750000000069e-03,1.393553279779757501e-02
5.410156250000000035e-03,1.393036020332586063e-02
5.373783115414997036e-03,1.392578124999999979e-02
5.371093750000000000e-03,1.392544386794254165e-02
5.332031249999999965e-03,1.392116024652981753e-02
5.292968749999999931e-03,1.391750226442778349e-02
5.253906249999999896e-03,1.391438734724675420e-02
5.214843749999999861e-03,1.391176265090080660e-02
5.175781249999999827e-03,1.390959661903558818e-02
5.136718749999999792e-03,1.390787224984591473e-02
5.097656249999999757e-03,1.390658178622558930e-02
5.058593749999999722e-03,1.390572267501762049e-02
5.019531249999999688e-03,1.390529465977245922e-02
4.980468750000000520e-03,1.390529791106758124e-02
4.941406250000000486e-03,1.390573212929452004e-02
4.902343750000001318e-03,1.390659660193769263e-02
4.863281250000000416e-03,1.390789120071276447e-02
4.824218750000000382e-03,1.390961830317985308e-02
4.785156250000000347e-03,1.391178569429358039e-02
4.746093750000000312e-03,1.391441055715002782e-02
4.707031250000000278e-03,1.391752471238389376e-02
4.667968750000000243e-03,1.392118129058962303e-02
4.628906250000000208e-03,1.392546313550046405e-02
