time,rise_velocity
0,0
0.0026773697916666664,0.02294930303030303
0.004381159722222224,0.03715699999999999
0.005841539930555557,0.048821803030303035
0.007058529513888891,0.05801590909090908
0.008032119791666667,0.06496410606060604
0.009005710069444447,0.07153439393939395
0.009979300347222223,0.07774381818181819
0.011196300347222223,0.08505430303030304
0.01241329861111111,0.09194960606060604
0.013873699652777778,0.09979212121212121
0.015334102430555557,0.10724800000000001
0.016794399305555555,0.11428999999999999
0.018011399305555557,0.11976299999999998
0.018985,0.12382101515151514
0.019958600694444446,0.12757000000000002
0.020932201388888887,0.130999
0.021905798611111114,0.134109
0.023122800347222222,0.137584
0.02433979861111111,0.14066499999999998
0.025556802083333333,0.14343599999999998
0.02726050173611111,0.14693301515151513
0.029694500000000002,0.15152200000000002
0.032371899305555556,0.15625301515151516
0.034319097222222227,0.15933599999999998
0.03602280381944444,0.16167101515151514
0.03772659722222222,0.1636
0.03943040451388889,0.16514701515151514
0.041134201388888895,0.16637899999999997
0.043324802083333336,0.16762699999999997
0.04940969965277778,0.170911
0.057685203124999994,0.17585099999999998
0.06036260069444444,0.176952
0.06377020138888889,0.17799301515151517
0.06888150347222223,0.17956601515151513
0.07009850347222223,0.180034
