step,time_s,liquid_area_m2,boundary_integral_m2,balance_error_m2,phi_min,phi_max
49,0.0013858052517135946,9.949099228621995e-7,1.2472247265422343e-8,-1.3234889800848443e-23,0.0,1.000235082368524
50,0.0014140869915444843,9.951644585206773e-7,1.272678292390035e-8,-1.6047303883528737e-22,0.0,1.0002365639964224
51,0.001442368731375374,9.954189941791556e-7,1.2981318582378358e-8,1.1580528575742387e-22,0.0,1.00023798636901
52,0.0014706504712062637,9.956735298376335e-7,1.3235854240856365e-8,-3.143286327701505e-23,0.0,1.0002393520526778
53,0.0014989322110371534,9.959280654961116e-7,1.3490389899334372e-8,3.3087224502121107e-23,0.0,1.000240663419444
54,0.001527213950868043,9.961826011545896e-7,1.3744925557812379e-8,9.760731228125727e-23,0.0,1.0002419226744954
55,0.0015554956906989328,9.964371368130677e-7,1.3999461216290386e-8,1.6212740006039342e-22,0.0,1.0002431318800928
56,0.0015837774305298225,9.966916724715456e-7,1.4253996874768393e-8,1.4889251025954498e-23,0.0,1.0002442929770883
57,0.0016120591703607122,9.969462081300236e-7,1.45085325332464e-8,7.940933880509066e-23,0.0,1.0002454078055167
58,0.0016403409101916019,9.972007437885015e-7,1.4763068191724407e-8,-6.782881022934827e-23,0.0,1.0002464781264324
59,0.0016686226500224916,9.974552794469796e-7,1.5017603850202414e-8,-3.308722450212111e-24,0.0,1.0002475056492173
60,0.0016969043898533813,9.977098151054576e-7,1.527213950868042e-8,6.28657265540301e-23,0.0,1.0002484920752517
61,0.001725186129684271,9.979643507639357e-7,1.5526675167158425e-8,1.2904017555827232e-22,0.0,1.000249439197895
62,0.0017534678695151607,9.982188864224138e-7,1.578121082563643e-8,1.9521462456251453e-22,0.0,1.000250349367722
63,0.0017817496093460504,9.984734220808914e-7,1.6035746484114435e-8,-1.6212740006039342e-22,0.0,1.0002512939738346
64,0.00181003134917694,9.987279577393695e-7,1.629028214259244e-8,-9.595295105615121e-23,0.0,1.0002522577221953
65,0.0018383130890078298,9.989824933978476e-7,1.6544817801070446e-8,-2.9778502051908996e-23,0.0,1.0002532284899908
66,0.0018665948288387195,9.992370290563256e-7,1.679935345954845e-8,3.639594695233322e-23,0.0,1.0002541967275809
67,0.0018948765686696092,9.994915647148037e-7,1.7053889118026457e-8,1.0257039595657543e-22,0.0,1.0002551549650578
68,0.001923158308500499,9.997461003732816e-7,1.7308424776504462e-8,-4.301339185275744e-23,0.0,1.0002560974074184
69,0.0019514400483313886,1.0000006360317596e-6,1.7562960434982468e-8,2.3161057151484775e-23,0.0,1.0002570196041067
70,0.0019797217881622783,1.0002551716902375e-6,1.7817496093460473e-8,-1.224227306578481e-22,0.0,1.0002579181804463
71,0.002008003527993168,1.0005097073487156e-6,1.807203175193848e-8,-5.624828165360588e-23,0.0,1.000258790620191
72,0.0020362852678240573,1.0007642430071936e-6,1.8326567410416484e-8,9.926167350636332e-24,0.0,1.0002596350900397
73,0.0020645670076549468,1.0010187786656717e-6,1.858110306889449e-8,7.610061635487855e-23,0.0,1.0002604502984032
74,0.0020928487474858363,1.0012733143241496e-6,1.8835638727372495e-8,-6.948317145445432e-23,0.0,1.0002612353820137
75,0.0021211304873167258,1.0015278499826277e-6,1.90901743858505e-8,-3.308722450212111e-24,0.0,1.0002619898150729
76,0.0021494122271476152,1.0017823856411055e-6,1.9344710044328506e-8,-1.4889251025954498e-22,0.0,1.0002627133365787
77,0.0021776939669785047,1.0020369212995838e-6,1.959924570280651e-8,1.2904017555827232e-22,0.0,1.0002634058878992
78,0.002205975706809394,1.0022914569580617e-6,1.9853781361284516e-8,-1.6543612251060553e-23,0.0,1.0002640675661947
79,0.0022342574466402837,1.0025459926165397e-6,2.0108317019762522e-8,4.963083675318166e-23,0.0,1.0002646985907304
80,0.002262539186471173,1.0028005282750178e-6,2.0362852678240527e-8,1.1580528575742387e-22,0.0,1.0002652992755814
81,0.0022908209263020627,1.0030550639334959e-6,2.0617388336718532e-8,1.819797347616661e-22,0.0,1.0002658700075735
82,0.002319102666132952,1.0033095995919737e-6,2.0871923995196538e-8,3.639594695233322e-23,0.0,1.0002664112285056
83,0.0023473844059638416,1.0035641352504516e-6,2.1126459653674543e-8,-1.0918784085699965e-22,0.0,1.0002669234208659
84,0.002375666145794731,1.0038186709089297e-6,2.138099531215255e-8,-4.301339185275744e-23,0.0,1.0002674070963904
85,0.0024039478856256206,1.0040732065674077e-6,2.1635530970630554e-8,2.3161057151484775e-23,0.0,1.0002678627869317
86,0.00243222962545651,1.0043277422258858e-6,2.189006662910856e-8,8.933550615572699e-23,0.0,1.0002682910372
87,0.0024605113652873996,1.0045822778843639e-6,2.2144602287586565e-8,1.555099551599692e-22,0.0,1.0002686923990207
88,0.002488793105118289,1.004836813542842e-6,2.239913794606457e-8,2.216844041642114e-22,0.0,1.0002690674268158
89,0.0025170748449491786,1.0050913492013196e-6,2.2653673604542576e-8,-1.3565762045869654e-22,0.0,1.0002694166740735
90,0.002545356584780068,1.0053458848597977e-6,2.290820926302058e-8,-6.948317145445432e-23,0.0,1.0002697406906103
91,0.0025736383246109575,1.0056004205182757e-6,2.3162744921498586e-8,-3.308722450212111e-24,0.0,1.0002700400204716
92,0.002601920064441847,1.0058549561767538e-6,2.3417280579976592e-8,6.28657265540301e-23,0.0,1.0002703152003423
93,0.0026302018042727365,1.0061094918352319e-6,2.3671816238454597e-8,1.2904017555827232e-22,0.0,1.000270566758364
94,0.002658483544103626,1.0063640274937097e-6,2.3926351896932603e-8,-1.6543612251060553e-23,0.0,1.0002707952132766
95,0.0026867652839345155,1.0066185631521876e-6,2.4180887555410608e-8,-1.6212740006039342e-22,0.0,1.000271001073814
96,0.002715047023765405,1.0068730988106657e-6,2.4435423213888613e-8,-9.595295105615121e-23,0.0,1.0002711848383006
97,0.0027433287635962944,1.0071276344691437e-6,2.468995887236662e-8,-2.9778502051908996e-23,0.0,1.0002713469943998
98,0.002771610503427184,1.0073821701276218e-6,2.4944494530844624e-8,3.639594695233322e-23,0.0,1.0002714880189714
99,0.0027998922432580734,1.0076367057860999e-6,2.519903018932263e-8,1.0257039595657543e-22,0.0,1.0002716083779835
100,0.002828173983088963,1.007891241444578e-6,2.5453565847800635e-8,1.6874484496081765e-22,0.0,1.000271708526354
101,0.0028564557229198524,1.0081457771030558e-6,2.570810150627864e-8,2.3161057151484775e-23,0.0,1.0002717889066977
102,0.002884737462750742,1.0084003127615339e-6,2.5962637164756646e-8,8.933550615572699e-23,0.0,1.00027184970734
103,0.0029130192025816314,1.0086548484200117e-6,2.621717282323465e-8,-5.624828165360588e-23,0.0,1.0002718912236843
104,0.002941300942412521,1.0089093840784898e-6,2.6471708481712656e-8,9.926167350636332e-24,0.0,1.0002719138188765
105,0.0029695826822434103,1.0091639197369679e-6,2.6726244140190662e-8,7.610061635487855e-23,0.0,1.0002719178960982
106,0.0029978644220743,1.009418455395446e-6,2.6980779798668667e-8,1.4227506535912076e-22,0.0,1.000271903879331
107,0.0030261461619051893,1.0096729910539236e-6,2.7235315457146673e-8,-2.150669592637872e-22,0.0,1.0002718722002237
108,0.003054427901736079,1.0099275267124017e-6,2.7489851115624678e-8,-1.4889251025954498e-22,0.0,1.0002718232893353
109,0.0030827096415669683,1.0101820623708798e-6,2.7744386774102683e-8,-8.271806125530277e-23,0.0,1.000271757570488
110,0.0031109913813978578,1.0104365980293578e-6,2.799892243258069e-8,-1.6543612251060553e-23,0.0,1.0002716754573038
111,0.0031392731212287472,1.010691133687836e-6,2.8253458091058694e-8,4.963083675318166e-23,0.0,1.0002715773512496
112,0.0031675548610596367,1.010945669346314e-6,2.85079937495367e-8,1.1580528575742387e-22,0.0,1.000271463640715
113,0.003195836600890526,1.011200205004792e-6,2.8762529408014705e-8,1.819797347616661e-22,0.0,1.00027133470077
114,0.0032241183407214157,1.01145474066327e-6,2.901706506649271e-8,3.639594695233322e-23,0.0,1.0002711908933617
115,0.003252400080552305,1.011709276321748e-6,2.9271600724970716e-8,1.0257039595657543e-22,0.0,1.000271032567781
116,0.0032806818203831947,1.0119638119802258e-6,2.952613638344872e-8,-4.301339185275744e-23,0.0,1.0002708600612766
117,0.003308963560214084,1.012218347638704e-6,2.9780672041926726e-8,2.3161057151484775e-23,0.0,1.0002706736997404
118,0.0033372453000449736,1.012472883297182e-6,3.0035207700404735e-8,8.602678370551488e-23,0.0,1.0002704737984107
119,0.003365527039875863,1.0127274189556598e-6,3.028974335888274e-8,-5.955700410381799e-23,0.0,1.000270260662561
120,0.0033938087797067526,1.012981954614138e-6,3.0544279017360746e-8,6.617444900424222e-24,0.0,1.0002700345881543
121,0.003422090519537642,1.013236490272616e-6,3.079881467583875e-8,7.279189390466644e-23,0.0,1.0002697958624485
122,0.0034503722593685316,1.0134910259310938e-6,3.105335033431676e-8,-7.279189390466644e-23,0.0,1.0002695447645562
123,0.003478653999199421,1.013745561589572e-6,3.130788599279476e-8,-6.617444900424222e-24,0.0,1.000269281566685
124,0.0035069357390303106,1.01400009724805e-6,3.156242165127277e-8,5.955700410381799e-23,0.0,1.0002690065339643
125,0.0035352174788612,1.014254632906528e-6,3.181695730975077e-8,1.257314531080602e-22,0.0,1.0002687199245457
126,0.0035634992186920895,1.0145091685650061e-6,3.207149296822878e-8,1.9190590211230242e-22,0.0,1.0002684219898486
127,0.003591780958522979,1.0147637042234842e-6,3.2326028626706784e-8,2.5808035111654463e-22,0.0,1.0002681129748778
128,0.0036200626983538685,1.0150182398819618e-6,3.258056428518479e-8,-9.926167350636332e-23,0.0,1.0002677931185626
129,0.003648344438184758,1.01527277554044e-6,3.2835099943662794e-8,-3.3087224502121107e-23,0.0,1.0002674626540888
130,0.0036766261780156475,1.015527311198918e-6,3.30896356021408e-8,3.3087224502121107e-23,0.0,1.0002671218092103
131,0.003704907917846537,1.015781846857396e-6,3.3344171260618805e-8,9.926167350636332e-23,0.0,1.0002667708065327
132,0.0037331896576774264,1.0160363825158741e-6,3.359870691909681e-8,1.6543612251060553e-22,0.0,1.0002664098637657
133,0.003761471397508316,1.016290918174352e-6,3.3853242577574816e-8,1.9852334701272664e-23,0.0,1.0002660391939484
134,0.0037897531373392054,1.01654545383283e-6,3.410777823605282e-8,8.602678370551488e-23,0.0,1.0002656590056462
135,0.003818034877170095,1.0167999894913081e-6,3.436231389453083e-8,1.522012327097571e-22,0.0,1.0002652695031262
136,0.0038463166170009844,1.017054525149786e-6,3.461684955300883e-8,6.617444900424222e-24,0.0,1.000264870886511
137,0.003874598356831874,1.017309060808264e-6,3.487138521148684e-8,7.279189390466644e-23,0.0,1.000264463351918
138,0.0039028800966627634,1.0175635964667421e-6,3.512592086996484e-8,1.3896634290890865e-22,0.0,1.0002640470915827
139,0.003931161836493653,1.01781813212522e-6,3.538045652844285e-8,-6.617444900424222e-24,0.0,1.0002636222939714
140,0.003959443576324543,1.018072667783698e-6,3.5634992186920854e-8,5.955700410381799e-23,0.0,1.0002631891438858
141,0.003987725316155433,1.018327203442176e-6,3.588952784539886e-8,-8.602678370551488e-23,0.0,1.0002627478225603
142,0.004016007055986323,1.018581739100654e-6,3.6144063503876864e-8,-1.9852334701272664e-23,0.0,1.000262298507754
143,0.0040442887958172125,1.018836274759132e-6,3.639859916235487e-8,4.632211430296955e-23,0.0,1.0002618413738376
144,0.0040725705356481024,1.0190908104176101e-6,3.6653134820832875e-8,1.1249656330721176e-22,0.0,1.0002613765918744
145,0.004100852275478992,1.019345346076088e-6,3.690767047931088e-8,-3.3087224502121107e-23,0.0,1.0002609043296977
146,0.004129134015309882,1.0195998817345663e-6,3.7162206137788886e-8,2.448454613156962e-22,0.0,1.0002604247519833
147,0.004157415755140772,1.019854417393044e-6,3.741674179626689e-8,-1.1249656330721176e-22,0.0,1.0002599380203205
148,0.004185697494971662,1.020108953051522e-6,3.76712774547449e-8,-4.632211430296955e-23,0.0,1.0002594442932808
149,0.004213979234802552,1.02036348871e-6,3.79258131132229e-8,1.9852334701272664e-23,0.0,1.000258943726483
150,0.004242260974633442,1.0206180243684781e-6,3.818034877170091e-8,8.602678370551488e-23,0.0,1.0002584364726588
151,0.004270542714464332,1.0208725600269562e-6,3.843488443017891e-8,1.522012327097571e-22,0.0,1.0002579226817152
152,0.004298824454295222,1.021127095685434e-6,3.868942008865692e-8,6.617444900424222e-24,0.0,1.0002574025007978
153,0.004327106194126112,1.0213816313439122e-6,3.8943955747134924e-8,7.279189390466644e-23,0.0,1.0002568760743489
154,0.004355387933957002,1.02163616700239e-6,3.919849140561293e-8,-7.279189390466644e-23,0.0,1.0002563435441314
155,0.0043836696737878916,1.021890702660868e-6,3.9453027064090935e-8,-6.617444900424222e-24,0.0,1.0002558050493093
156,0.0044119514136187815,1.0221452383193462e-6,3.970756272256894e-8,5.955700410381799e-23,0.0,1.000255260726504
157,0.004440233153449671,1.0223997739778242e-6,3.9962098381046945e-8,1.257314531080602e-22,0.0,1.0002547107098565
158,0.004468514893280561,1.0226543096363023e-6,4.021663403952495e-8,1.9190590211230242e-22,0.0,1.000254155131088
159,0.004496796633111451,1.0229088452947802e-6,4.0471169698002956e-8,4.632211430296955e-23,0.0,1.0002535941195554
160,0.004525078372942341,1.0231633809532582e-6,4.072570535648096e-8,1.1249656330721176e-22,0.0,1.0002530278023072
161,0.004553360112773231,1.023417916611736e-6,4.098024101495897e-8,-3.3087224502121107e-23,0.0,1.0002524563041348
162,0.004581641852604121,1.0236724522702142e-6,4.123477667343697e-8,3.3087224502121107e-23,0.0,1.000251879747624
163,0.004609923592435011,1.0239269879286922e-6,4.148931233191498e-8,9.926167350636332e-23,0.0,1.000251298253203
164,0.004638205332265901,1.0241815235871703e-6,4.174384799039298e-8,1.6543612251060553e-22,0.0,1.00025071193919
165,0.004666487072096791,1.0244360592456482e-6,4.199838364887099e-8,1.9852334701272664e-23,0.0,1.0002501209218386
166,0.004694768811927681,1.0246905949041262e-6,4.2252919307348994e-8,8.602678370551488e-23,0.0,1.0002495253153836
167,0.004723050551758571,1.0249451305626043e-6,4.2507454965827e-8,1.522012327097571e-22,0.0,1.0002489252320768
168,0.0047513322915894605,1.0251996662210822e-6,4.2761990624305005e-8,6.617444900424222e-24,0.0,1.000248320782246
169,0.0047796140314203504,1.0254542018795602e-6,4.301652628278301e-8,7.279189390466644e-23,0.0,1.0002477120743374
170,0.00480789577125124,1.0257087375380383e-6,4.3271061941261015e-8,1.3896634290890865e-22,0.0,1.000247099214958
171,0.00483617751108213,1.0259632731965162e-6,4.352559759973902e-8,-6.617444900424222e-24,0.0,1.0002464823089166
172,0.00486445925091302,1.0262178088549945e-6,4.3780133258217026e-8,2.713152409173931e-22,0.0,1.0002458614592833
173,0.00489274099074391,1.026472344513472e-6,4.403466891669503e-8,-8.602678370551488e-23,0.0,1.0002452367675307
174,0.0049210227305748,1.0267268801719502e-6,4.428920457517304e-8,-1.9852334701272664e-23,0.0,1.0002446083363676
175,0.00494930447040569,1.0269814158304282e-6,4.454374023365104e-8,4.632211430296955e-23,0.0,1.0002439762634605
176,0.00497758621023658,1.0272359514889063e-6,4.479827589212905e-8,1.1249656330721176e-22,0.0,1.0002433406430462
177,0.00500586795006747,1.0274904871473844e-6,4.505281155060705e-8,1.7867101231145398e-22,0.0,1.0002427015669617
178,0.00503414968989836,1.0277450228058625e-6,4.530734720908506e-8,2.448454613156962e-22,0.0,1.0002420591252836
179,0.00506243142972925,1.02799955846434e-6,4.5561882867563064e-8,-1.1249656330721176e-22,0.0,1.0002414134067232
180,0.0050907131695601395,1.0282540941228182e-6,4.581641852604107e-8,-4.632211430296955e-23,1.35868052606e-313,1.0002407644987963
181,0.0051189949093910295,1.0285086297812962e-6,4.6070954184519075e-8,1.9852334701272664e-23,5.088876152165e-312,1.0002401124879425
182,0.005147276649221919,1.0287631654397743e-6,4.632548984299708e-8,8.602678370551488e-23,1.64647376476595e-310,1.0002394574595777
183,0.005175558389052809,1.0290177010982524e-6,4.6580025501475085e-8,1.522012327097571e-22,4.679789797408287e-309,1.000238799498104
184,0.005203840128883699,1.0292722367567303e-6,4.683456115995309e-8,6.617444900424222e-24,1.1845307850203677e-307,1.000238138686918
185,0.005232121868714589,1.0295267724152083e-6,4.7089096818431096e-8,7.279189390466644e-23,2.7011175323721216e-306,1.0002374751083838
186,0.005260403608545479,1.0297813080736862e-6,4.73436324769091e-8,-7.279189390466644e-23,5.602799164632817e-305,1.0002368088438043
187,0.005288685348376369,1.0300358437321643e-6,4.759816813538711e-8,-6.617444900424222e-24,1.0657922099314314e-303,1.000236139973393
188,0.005316967088207259,1.0302903793906423e-6,4.785270379386511e-8,5.955700410381799e-23,1.8723127656828423e-302,1.0002354685762502
189,0.005345248828038149,1.0305449150491204e-6,4.810723945234312e-8,1.257314531080602e-22,3.0559518738963763e-301,1.000234794730341
190,0.005373530567869039,1.0307994507075985e-6,4.836177511082112e-8,1.9190590211230242e-22,4.658734012604872e-300,1.0002341185124777
191,0.005401812307699929,1.0310539863660763e-6,4.861631076929913e-8,4.632211430296955e-23,6.664368230385388e-299,1.0002334399983066
192,0.005430094047530819,1.0313085220245544e-6,4.8870846427777134e-8,1.1249656330721176e-22,8.982699448407114e-298,1.0002327592622944
193,0.0054583757873617085,1.0315630576830325e-6,4.912538208625514e-8,1.7867101231145398e-22,1.1450000159311027e-296,1.0002320763777177
194,0.005486657527192598,1.0318175933415103e-6,4.9379917744733145e-8,3.3087224502121107e-23,1.3847917016721666e-295,1.0002313914166534
195,0.005514939267023488,1.0320721289999884e-6,4.963445340321115e-8,9.926167350636332e-23,1.5937949972845867e-294,1.0002307044499692
196,0.005543221006854378,1.0323266646584665e-6,4.9888989061689155e-8,1.6543612251060553e-22,1.7503164136982457e-293,1.000230015547311
197,0.005571502746685268,1.0325812003169443e-6,5.014352472016716e-8,1.9852334701272664e-23,1.8386457874318933e-292,1.0002293247770906
198,0.005599784486516158,1.0328357359754224e-6,5.0398060378645166e-8,8.602678370551488e-23,1.8515941423909182e-291,1.0002286322064688
199,0.005628066226347048,1.0330902716339003e-6,5.065259603712317e-8,-5.955700410381799e-23,1.7912130722894317e-290,1.0002279379013341
200,0.005656347966177938,1.0333448072923783e-6,5.090713169560118e-8,6.617444900424222e-24,1.6677004991123523e-289,1.000227241926275
201,0.005684629706008828,1.0335993429508564e-6,5.116166735407918e-8,7.279189390466644e-23,1.4969594441042487e-288,1.0002265443445437
202,0.005712911445839718,1.0338538786093345e-6,5.141620301255719e-8,1.3896634290890865e-22,1.2975319616191323e-287,1.0002258452180102
203,0.005741193185670608,1.0341084142678123e-6,5.167073867103519e-8,-6.617444900424222e-24,1.0876422175401675e-286,1.0002251446071002
204,0.005769474925501498,1.0343629499262904e-6,5.19252743295132e-8,5.955700410381799e-23,8.829011616624509e-286,1.0002244425707139
205,0.0057977566653323875,1.0346174855847685e-6,5.2179809987991204e-8,1.257314531080602e-22,6.949489205686257e-285,1.000223739166118
206,0.0058260384051632775,1.0348720212432463e-6,5.243434564646921e-8,-1.9852334701272664e-23,5.310406109785117e-284,1.000223034448799
207,0.005854320144994167,1.0351265569017244e-6,5.2688881304947215e-8,4.632211430296955e-23,3.9438639593591935e-283,1.0002223284722631
208,0.005882601884825057,1.0353810925602025e-6,5.294341696342522e-8,1.1249656330721176e-22,2.8496385106802925e-282,1.0002216212877542
209,0.005910883624655947,1.0356356282186803e-6,5.3197952621903226e-8,-3.3087224502121107e-23,2.0051981117012506e-281,1.0002209129438455
210,0.005939165364486837,1.0358901638771584e-6,5.345248828038123e-8,3.3087224502121107e-23,1.3753858980766202e-280,1.0002202034858283
211,0.005967447104317727,1.0361446995356365e-6,5.3707023938859236e-8,9.926167350636332e-23,9.203815427688759e-280,1.0002194929547454
212,0.005995728844148617,1.0363992351941143e-6,5.396155959733724e-8,-4.632211430296955e-23,6.013698655811007e-279,1.000218781385757
213,0.006024010583979507,1.0366537708525924e-6,5.421609525581525e-8,1.9852334701272664e-23,3.839547153509837e-278,1.0002180688050883
214,0.006052292323810397,1.0369083065110705e-6,5.447063091429325e-8,8.602678370551488e-23,2.397167558713911e-277,1.000217355223366
215,0.006080574063641287,1.0371628421695486e-6,5.472516657277126e-8,1.522012327097571e-22,1.4645188365200931e-276,1.0002166406161959
216,0.006108855803472177,1.0374173778280266e-6,5.497970223124926e-8,2.183756817139993e-22,8.760961751147216e-276,1.000215924779614
217,0.006137137543303067,1.0376719134865045e-6,5.523423788972727e-8,7.279189390466644e-23,5.134947220250478e-275,1.0002152064677334
218,0.0061654192831339565,1.0379264491449826e-6,5.5488773548205274e-8,1.3896634290890865e-22,2.95053501741091e-274,1.0002144861953488
219,0.006193701022964846,1.0381809848034604e-6,5.574330920668328e-8,-6.617444900424222e-24,1.6629775692910323e-273,1.0002137643640516
220,0.006221982762795736,1.0384355204619385e-6,5.5997844865161285e-8,5.955700410381799e-23,9.198583743630136e-273,1.000213041290507
221,0.006250264502626626,1.0386900561204166e-6,5.625238052363929e-8,1.257314531080602e-22,4.995987086164988e-272,1.0002123172275943
222,0.006278546242457516,1.0389445917788946e-6,5.6506916182117296e-8,1.9190590211230242e-22,2.665591721092262e-271,1.0002115923802481
223,0.006306827982288406,1.0391991274373725e-6,5.67614518405953e-8,4.632211430296955e-23,1.3977652459796074e-270,1.0002108669173102
224,0.006335109722119296,1.0394536630958506e-6,5.7015987499073306e-8,1.1249656330721176e-22,7.206595305208622e-270,1.000210140980385
225,0.006363391461950186,1.0397081987543284e-6,5.727052315755131e-8,-3.3087224502121107e-23,3.654766288974662e-269,1.0002094146904557
226,0.006391673201781076,1.0399627344128065e-6,5.752505881602932e-8,3.3087224502121107e-23,1.8238653721009558e-268,1.0002086881528467
227,0.006419954941611966,1.0402172700712846e-6,5.777959447450732e-8,9.926167350636332e-23,8.959671189106259e-268,1.000207961460891
228,0.006448236681442856,1.0404718057297626e-6,5.803413013298533e-8,1.6543612251060553e-22,4.334237616359101e-267,1.0002072346986615
229,0.006476518421273746,1.0407263413882405e-6,5.8288665791463333e-8,1.9852334701272664e-23,2.065395209315002e-266,1.0002065079430016
