step,time_s,liquid_area_m2,boundary_integral_m2,balance_error_m2,phi_min,phi_max
230,0.0065048001611046355,1.0409808770467186e-6,5.854320144994134e-8,8.602678370551488e-23,9.6985208509107e-266,1.0002057812650345
231,0.0065330819009355254,1.0412354127051964e-6,5.8797737108419344e-8,-5.955700410381799e-23,4.489064414524583e-265,1.0002050547312842
232,0.006561363640766415,1.0414899483636745e-6,5.905227276689735e-8,6.617444900424222e-24,2.0487296197976045e-264,1.0002043284045101
233,0.006589645380597305,1.0417444840221526e-6,5.9306808425375355e-8,7.279189390466644e-23,9.221830255174198e-264,1.0002036023443268
234,0.006617927120428195,1.0419990196806307e-6,5.956134408385336e-8,1.3896634290890865e-22,4.095184659718089e-263,1.000202876607668
235,0.006646208860259085,1.0422535553391087e-6,5.981587974233137e-8,1.9852334701272664e-22,1.7946067028320502e-262,1.0002021512491348
236,0.006674490600089975,1.0425080909975866e-6,6.007041540080938e-8,5.293955920339377e-23,7.762750939656702e-262,1.0002014263212582
237,0.006702772339920865,1.0427626266560647e-6,6.032495105928738e-8,1.1911400820763599e-22,3.3152752433441885e-261,1.0002007018747008
238,0.006731054079751755,1.0430171623145425e-6,6.057948671776539e-8,-2.6469779601696886e-23,1.3982479842671476e-260,1.0001999779584123
239,0.006759335819582645,1.0432716979730206e-6,6.08340223762434e-8,3.970466940254533e-23,5.825174218168263e-260,1.0001992546197538
240,0.006787617559413535,1.0435262336314987e-6,6.10885580347214e-8,1.0587911840678754e-22,2.3976716957107734e-259,1.0001985319045963
241,0.006815899299244425,1.0437807692899767e-6,6.13430936931994e-8,1.7205356741102976e-22,9.75257534187621e-259,1.0001978098574036
242,0.0068441810390753146,1.0440353049484548e-6,6.159762935167741e-8,2.3822801641527197e-22,3.9209143891084184e-258,1.0001970885213027
243,0.0068724627789062045,1.0442898406069327e-6,6.185216501015542e-8,9.26442286059391e-23,1.5584059814650766e-257,1.0001963679381438
244,0.006900744518737094,1.0445443762654105e-6,6.210670066863342e-8,-5.293955920339377e-23,6.124675357314014e-257,1.0001956481485557
245,0.006929026258567984,1.0447989119238886e-6,6.236123632711143e-8,1.3234889800848443e-23,2.3805439279618498e-256,1.0001949291919945
246,0.006957307998398874,1.0450534475823667e-6,6.261577198558943e-8,7.940933880509066e-23,9.152484136163479e-256,1.00019421110679
247,0.006985589738229764,1.0453079832408445e-6,6.287030764406744e-8,-6.617444900424221e-23,3.4813534703777457e-255,1.0001934939301884
248,0.007013871478060654,1.0455625188993226e-6,6.312484330254544e-8,0.0,1.3103222480117601e-254,1.0001927776983914
249,0.007042153217891544,1.0458170545578007e-6,6.337937896102345e-8,6.617444900424221e-23,4.880916819591811e-254,1.000192062446594
250,0.007070434957722434,1.0460715902162787e-6,6.363391461950145e-8,1.3234889800848443e-22,1.7996517377688982e-253,1.0001913482090226
251,0.007098716697553324,1.0463261258747566e-6,6.388845027797946e-8,-1.3234889800848443e-23,6.569130913775869e-253,1.0001906350189727
252,0.007126998437384214,1.0465806615332347e-6,6.414298593645746e-8,5.293955920339377e-23,2.3742507606912943e-252,1.0001899229088458
253,0.007155280177215104,1.0468351971917127e-6,6.439752159493547e-8,1.1911400820763599e-22,8.497861134150353e-252,1.0001892119101845
254,0.007183561917045994,1.0470897328501908e-6,6.465205725341347e-8,1.852884572118782e-22,3.0124551885953013e-251,1.000188502053705
255,0.0072118436568768835,1.0473442685086687e-6,6.490659291189148e-8,3.970466940254533e-23,1.0578436804638823e-250,1.0001877933693286
256,0.0072401253967077734,1.0475988041671465e-6,6.516112857036949e-8,-1.0587911840678754e-22,3.680212378703335e-250,1.000187085886212
257,0.007268407136538663,1.0478533398256248e-6,6.541566422884749e-8,1.7205356741102976e-22,1.2686268632381147e-249,1.000186379632776
258,0.007296688876369553,1.0481078754841029e-6,6.56701998873255e-8,2.3822801641527197e-22,4.333735196232687e-249,1.0001856746367312
259,0.007324970616200443,1.0483624111425807e-6,6.59247355458035e-8,9.26442286059391e-23,1.4672861257943427e-248,1.0001849709251063
260,0.007353252356031333,1.0486169468010588e-6,6.617927120428151e-8,1.5881867761018131e-22,4.9243228204102036e-248,1.0001842685242712
261,0.007381534095862223,1.0488714824595367e-6,6.643380686275951e-8,1.3234889800848443e-23,1.6383685177947852e-247,1.0001835674599624
262,0.007409815835693113,1.0491260181180148e-6,6.668834252123752e-8,7.940933880509066e-23,5.404593244369767e-247,1.0001828677573048
263,0.007438097575524003,1.0493805537764926e-6,6.694287817971552e-8,-6.617444900424221e-23,1.7678794437703337e-246,1.0001821694408353
264,0.007466379315354893,1.0496350894349707e-6,6.719741383819353e-8,0.0,5.734971999444106e-246,1.0001814725345228
265,0.007494661055185783,1.0498896250934488e-6,6.745194949667153e-8,6.617444900424221e-23,1.8452226250527668e-245,1.0001807770617883
266,0.007522942795016673,1.0501441607519268e-6,6.770648515514954e-8,1.3234889800848443e-22,5.889166804951466e-245,1.0001800830455259
267,0.0075512245348475626,1.050398696410405e-6,6.796102081362754e-8,1.9852334701272664e-22,1.8646374451129445e-244,1.0001793905081193
268,0.0075795062746784525,1.050653232068883e-6,6.821555647210555e-8,2.6469779601696886e-22,5.8575678727210574e-244,1.000178699471461
269,0.007607788014509342,1.0509077677273606e-6,6.847009213058356e-8,-9.26442286059391e-23,1.8258650010304516e-243,1.0001780099569684
270,0.007636069754340232,1.051162303385839e-6,6.872462778906156e-8,1.852884572118782e-22,5.647985307024357e-243,1.0001773219856
271,0.007664351494171122,1.0514168390443168e-6,6.897916344753957e-8,3.970466940254533e-23,1.733949006002476e-242,1.0001766355778718
272,0.007692633234002012,1.0516713747027948e-6,6.923369910601757e-8,1.0587911840678754e-22,5.2837278465189095e-242,1.0001759507538701
273,0.007720914973832902,1.051925910361273e-6,6.948823476449558e-8,1.7205356741102976e-22,1.5982643173995216e-241,1.0001752675332676
274,0.007749196713663792,1.0521804460197508e-6,6.974277042297358e-8,2.6469779601696886e-23,4.7995743462627476e-241,1.0001745859353226
275,0.007777478453494682,1.0524349816782288e-6,6.999730608145159e-8,9.26442286059391e-23,1.431014233632763e-240,1.0001739059788963
276,0.007805760193325572,1.052689517336707e-6,7.025184173992959e-8,1.5881867761018131e-22,4.236553647182255e-240,1.000173227682469
277,0.007834041933156462,1.0529440529951848e-6,7.05063773984076e-8,1.3234889800848443e-23,1.2455142192631343e-239,1.0001725510641541
278,0.00786232367298735,1.0531985886536628e-6,7.07609130568856e-8,7.940933880509066e-23,3.6365610839215054e-239,1.0001718761417118
279,0.00789060541281824,1.053453124312141e-6,7.101544871536361e-8,1.4558378780933287e-22,1.054575334303943e-238,1.0001712029325611
280,0.007918887152649129,1.053707659970619e-6,7.126998437384161e-8,2.117582368135751e-22,3.037711292367229e-238,1.0001705314537919
281,0.007947168892480018,1.053962195629097e-6,7.152452003231962e-8,2.779326858178173e-22,8.692296450066564e-238,1.0001698617221755
282,0.007975450632310907,1.0542167312875751e-6,7.177905569079763e-8,3.441071348220595e-22,2.471030205365054e-237,1.000169193754176
283,0.008003732372141796,1.0544712669460528e-6,7.203359134927563e-8,-1.3234889800848443e-23,6.979314785798028e-237,1.000168527565959
284,0.008032014111972685,1.0547258026045308e-6,7.228812700775364e-8,5.293955920339377e-23,1.9587266430609778e-236,1.000167863173404
285,0.008060295851803574,1.054980338263009e-6,7.254266266623164e-8,1.1911400820763599e-22,5.462553333983076e-236,1.0001672005921105
286,0.008088577591634463,1.0552348739214868e-6,7.279719832470965e-8,-2.6469779601696886e-23,1.513952610145321e-235,1.0001665398374102
287,0.008116859331465352,1.0554894095799648e-6,7.305173398318765e-8,3.970466940254533e-23,4.170200567996643e-235,1.0001658809243748
288,0.008145141071296241,1.055743945238443e-6,7.330626964166566e-8,1.0587911840678754e-22,1.1417274741703289e-234,1.0001652238678254
289,0.00817342281112713,1.055998480896921e-6,7.356080530014366e-8,1.7205356741102976e-22,3.1071414863280725e-234,1.0001645686823417
290,0.00820170455095802,1.0562530165553988e-6,7.381534095862167e-8,2.6469779601696886e-23,8.405902648366934e-234,1.0001639153822706
291,0.008229986290788908,1.056507552213877e-6,7.406987661709967e-8,9.26442286059391e-23,2.2608074634057504e-233,1.0001632639817353
292,0.008258268030619798,1.056762087872355e-6,7.432441227557768e-8,1.5881867761018131e-22,6.045459576101908e-233,1.0001626144946447
293,0.008286549770450687,1.057016623530833e-6,7.457894793405568e-8,2.2499312661442353e-22,1.6073546049786428e-232,1.0001619669347024
294,0.008314831510281576,1.057271159189311e-6,7.483348359253369e-8,7.940933880509066e-23,4.249524327855474e-232,1.0001613213154155
295,0.008343113250112465,1.0575256948477888e-6,7.50880192510117e-8,-6.617444900424221e-23,1.1172344041103467e-231,1.0001606776501046
296,0.008371394989943354,1.0577802305062669e-6,7.53425549094897e-8,0.0,2.9211393386251124e-231,1.0001600359519136
297,0.008399676729774243,1.058034766164745e-6,7.55970905679677e-8,6.617444900424221e-23,7.596130069843231e-231,1.0001593962338189
298,0.008427958469605132,1.058289301823223e-6,7.585162622644571e-8,1.3234889800848443e-22,1.9646823634285968e-230,1.0001587585086331
299,0.008456240209436021,1.058543837481701e-6,7.610616188492372e-8,1.9852334701272664e-22,5.054513535544443e-230,1.000158122789021
300,0.00848452194926691,1.058798373140179e-6,7.636069754340172e-8,5.293955920339377e-23,1.2935410696491627e-229,1.0001574890875162
301,0.008512803689097799,1.059052908798657e-6,7.661523320187973e-8,1.1911400820763599e-22,3.293223875297446e-229,1.0001568574165298
302,0.008541085428928688,1.0593074444571349e-6,7.686976886035773e-8,-2.6469779601696886e-23,8.341196696255312e-229,1.0001562277883655
303,0.008569367168759577,1.059561980115613e-6,7.712430451883574e-8,3.970466940254533e-23,2.1019724262261158e-228,1.000155600215224
304,0.008597648908590466,1.059816515774091e-6,7.737884017731374e-8,1.0587911840678754e-22,5.270384035836189e-228,1.0001549747092167
305,0.008625930648421355,1.060071051432569e-6,7.763337583579175e-8,1.7205356741102976e-22,1.3149182160216256e-227,1.0001543512823798
306,0.008654212388252244,1.0603255870910471e-6,7.788791149426975e-8,2.3822801641527197e-22,3.264530160308372e-227,1.0001537299466907
307,0.008682494128083133,1.0605801227495248e-6,7.814244715274776e-8,-1.1911400820763599e-22,8.065511680210065e-227,1.0001531107140826
308,0.008710775867914022,1.0608346584080029e-6,7.839698281122577e-8,-5.293955920339377e-23,1.9831515292657315e-226,1.000152493596461
309,0.008739057607744911,1.061089194066481e-6,7.865151846970377e-8,1.3234889800848443e-23,4.853060036469356e-226,1.00015187860572
310,0.0087673393475758,1.061343729724959e-6,7.890605412818178e-8,7.940933880509066e-23,1.1820446847299042e-225,1.0001512657537608
311,0.00879562108740669,1.061598265383437e-6,7.916058978665978e-8,1.4558378780933287e-22,2.8657143224091566e-225,1.00015065505251
312,0.008823902827237579,1.0618528010419152e-6,7.941512544513779e-8,2.117582368135751e-22,6.915675406073621e-225,1.0001500465139397
313,0.008852184567068468,1.0621073367003932e-6,7.966966110361579e-8,2.779326858178173e-22,1.6613479246753765e-224,1.0001494401500888
314,0.008880466306899357,1.062361872358871e-6,7.99241967620938e-8,1.3234889800848443e-22,3.9731237872289864e-224,1.0001488359730766
315,0.008908748046730246,1.062616408017349e-6,8.01787324205718e-8,-1.3234889800848443e-23,9.459539350607212e-224,1.00014823399513
316,0.008937029786561135,1.062870943675827e-6,8.043326807904981e-8,5.293955920339377e-23,2.2423056263611e-223,1.0001476342286133
317,0.008965311526392024,1.063125479334305e-6,8.068780373752781e-8,1.1911400820763599e-22,5.292084309078931e-223,1.0001470366860594
318,0.008993593266222913,1.0633800149927832e-6,8.094233939600582e-8,1.852884572118782e-22,1.243614294218954e-222,1.0001464413802033
319,0.009021875006053802,1.063634550651261e-6,8.119687505448382e-8,3.970466940254533e-23,2.90998807998004e-222,1.0001458483240153
320,0.009050156745884691,1.063889086309739e-6,8.145141071296183e-8,1.0587911840678754e-22,6.780512211335377e-222,1.0001452575307417
321,0.00907843848571558,1.0641436219682172e-6,8.170594637143984e-8,1.7205356741102976e-22,1.5733252214124404e-221,1.0001446690139442
322,0.009106720225546469,1.064398157626695e-6,8.196048202991784e-8,2.6469779601696886e-23,3.635614554107103e-221,1.0001440827875463
323,0.009135001965377358,1.064652693285173e-6,8.221501768839585e-8,9.26442286059391e-23,8.366788762601081e-221,1.0001434988658826
324,0.009163283705208247,1.0649072289436512e-6,8.246955334687385e-8,1.5881867761018131e-22,1.9176945748409115e-220,1.0001429172637522
325,0.009191565445039136,1.0651617646021292e-6,8.272408900535186e-8,2.2499312661442353e-22,4.377815668204485e-220,1.00014233799648
326,0.009219847184870025,1.0654163002606073e-6,8.297862466382986e-8,2.9116757561866574e-22,9.954291350136362e-220,1.0001417610799823
327,0.009248128924700914,1.0656708359190852e-6,8.323316032230787e-8,1.4558378780933287e-22,2.2545259553513613e-219,1.0001411865308414
328,0.009276410664531803,1.065925371577563e-6,8.348769598078587e-8,0.0,5.086382812303607e-219,1.0001406143663878
329,0.009304692404362692,1.066179907236041e-6,8.374223163926388e-8,6.617444900424221e-23,1.1431109560784528e-218,1.0001400446047932
330,0.009332974144193582,1.0664344428945192e-6,8.399676729774188e-8,1.3234889800848443e-22,2.559231886236761e-218,1.000139477265175
331,0.00936125588402447,1.0666889785529972e-6,8.425130295621989e-8,1.9852334701272664e-22,5.708064919026599e-218,1.0001389123677134
332,0.00938953762385536,1.066943514211475e-6,8.45058386146979e-8,5.293955920339377e-23,1.2683585464732296e-217,1.000138349933787
333,0.009417819363686249,1.0671980498699534e-6,8.47603742731759e-8,3.3087224502121107e-22,2.807919501243745e-217,1.0001377899861263
334,0.009446101103517138,1.067452585528431e-6,8.50149099316539e-8,-2.6469779601696886e-23,6.193442481392507e-217,1.0001372325489906
335,0.009474382843348027,1.067707121186909e-6,8.526944559013191e-8,3.970466940254533e-23,1.3611297695224552e-216,1.0001366776483753
336,0.009502664583178916,1.0679616568453874e-6,8.552398124860992e-8,3.1763735522036263e-22,2.980587102365766e-216,1.000136125312256
337,0.009530946323009805,1.0682161925038652e-6,8.577851690708792e-8,1.7205356741102976e-22,6.503597093705928e-216,1.0001355755708814
338,0.009559228062840694,1.0684707281623433e-6,8.603305256556593e-8,2.3822801641527197e-22,1.414065100411174e-215,1.000135028457137
339,0.009587509802671583,1.0687252638208214e-6,8.628758822404393e-8,3.044024654195142e-22,3.0638208312084433e-215,1.0001344840070272
340,0.009615791542502472,1.0689797994792993e-6,8.654212388252194e-8,1.5881867761018131e-22,6.615299566831992e-215,1.0001339422604112
341,0.009644073282333361,1.0692343351377771e-6,8.679665954099994e-8,1.3234889800848443e-23,1.4234481441702084e-214,1.00013340326301
342,0.00967235502216425,1.0694888707962552e-6,8.705119519947795e-8,7.940933880509066e-23,3.052483725228487e-214,1.0001328670819496
343,0.00970063676199514,1.0697434064547333e-6,8.730573085795595e-8,1.4558378780933287e-22,6.523760672750176e-214,1.0001323337783454
344,0.009728918501826028,1.0699979421132113e-6,8.756026651643396e-8,2.117582368135751e-22,1.389596869867878e-213,1.0001318034119824
345,0.009757200241656917,1.0702524777716894e-6,8.781480217491197e-8,2.779326858178173e-22,2.9501138081359894e-213,1.0001312760448833
346,0.009785481981487806,1.070507013430167e-6,8.806933783338997e-8,-7.940933880509066e-23,6.242530205356333e-213,1.0001307517442122
347,0.009813763721318695,1.0707615490886451e-6,8.832387349186798e-8,-1.3234889800848443e-23,1.316640136215501e-212,1.000130230584852
348,0.009842045461149584,1.0710160847471232e-6,8.857840915034598e-8,5.293955920339377e-23,2.7680282415355824e-212,1.000129712651925
349,0.009870327200980474,1.0712706204056013e-6,8.883294480882399e-8,1.1911400820763599e-22,5.80073717536031e-212,1.000129198043523
350,0.009898608940811363,1.0715251560640793e-6,8.908748046730199e-8,1.852884572118782e-22,1.2117615992117514e-211,1.0001286868738941
351,0.009926890680642252,1.0717796917225572e-6,8.934201612578e-8,3.970466940254533e-23,2.5233902288271548e-211,1.000128179277409
352,0.00995517242047314,1.0720342273810355e-6,8.9596551784258e-8,3.1763735522036263e-22,5.238375472852787e-211,1.0001276754136905
353,0.00998345416030403,1.0722887630395133e-6,8.985108744273601e-8,1.7205356741102976e-22,1.084090114599243e-210,1.0001271754745078
354,0.010011735900134919,1.0725432986979912e-6,9.010562310121401e-8,2.6469779601696886e-23,2.2366710316241484e-210,1.0001266796933523
355,0.010040017639965808,1.0727978343564693e-6,9.036015875969202e-8,9.26442286059391e-23,4.600638068361572e-210,1.000126188359194
356,0.010068299379796697,1.0730523700149473e-6,9.061469441817002e-8,1.5881867761018131e-22,9.434618751572006e-210,1.0001257018370067
357,0.010096581119627586,1.0733069056734254e-6,9.086923007664803e-8,2.2499312661442353e-22,1.9289986555590504e-209,1.0001252205998281
358,0.010124862859458475,1.0735614413319035e-6,9.112376573512604e-8,2.9116757561866574e-22,3.932344718180072e-209,1.0001247452818254
359,0.010153144599289364,1.0738159769903813e-6,9.137830139360404e-8,1.4558378780933287e-22,7.99270870529354e-209,1.000124276773106
360,0.010181426339120253,1.0740705126488594e-6,9.163283705208205e-8,2.117582368135751e-22,1.6198307955671076e-208,1.0001238164082529
361,0.010209708078951142,1.0743250483073375e-6,9.188737271056005e-8,2.779326858178173e-22,3.2733237143286795e-208,1.0001233664072784
362,0.010237989818782031,1.0745795839658153e-6,9.214190836903806e-8,1.3234889800848443e-22,6.5957189551836464e-208,1.000122931249217
363,0.01026627155861292,1.0748341196242934e-6,9.239644402751606e-8,1.9852334701272664e-22,1.325254576899793e-207,1.0001225271948373
364,0.01029455329844381,1.0750886552827713e-6,9.265097968599407e-8,5.293955920339377e-23,2.655280730097099e-207,1.0001221281715549
365,0.010322835038274698,1.0753431909412496e-6,9.290551534447207e-8,3.3087224502121107e-22,5.305244214230767e-207,1.0001218873455933
366,0.010351116778105587,1.0755977265997274e-6,9.316005100295008e-8,1.852884572118782e-22,1.0570458901690007e-206,1.0001216322880526
367,0.010379398517936476,1.0758522622582055e-6,9.341458666142808e-8,2.514629062161204e-22,2.1003197860395072e-206,1.0001213644136382
368,0.010407680257767365,1.0761067979166836e-6,9.366912231990609e-8,3.1763735522036263e-22,4.161880429857312e-206,1.000121084957256
369,0.010435961997598255,1.0763613335751614e-6,9.39236579783841e-8,1.7205356741102976e-22,8.224617731049111e-206,1.0001207950025883
370,0.010464243737429144,1.0766158692336395e-6,9.41781936368621e-8,2.3822801641527197e-22,1.620962728819491e-205,1.000120495505487
371,0.010492525477260033,1.0768704048921176e-6,9.44327292953401e-8,3.044024654195142e-22,3.1861824650678063e-205,1.0001201873132097
372,0.010520807217090922,1.0771249405505954e-6,9.468726495381811e-8,1.5881867761018131e-22,6.246224263097708e-205,1.0001198711803054
373,0.01054908895692181,1.0773794762090733e-6,9.494180061229612e-8,1.3234889800848443e-23,1.221301011715336e-204,1.000119547781791
374,0.0105773706967527,1.0776340118675514e-6,9.519633627077412e-8,7.940933880509066e-23,2.3817428181209117e-204,1.000119217724125
375,0.010605652436583589,1.0778885475260294e-6,9.545087192925213e-8,1.4558378780933287e-22,4.6327908910170565e-204,1.0001188815543847
376,0.010633934176414478,1.0781430831845075e-6,9.570540758773013e-8,2.117582368135751e-22,8.988242801681105e-204,1.0001185397679777
377,0.010662215916245367,1.0783976188429854e-6,9.595994324620814e-8,6.617444900424221e-23,1.7394006644807535e-203,1.0001181928151686
378,0.010690497656076256,1.0786521545014634e-6,9.621447890468614e-8,1.3234889800848443e-22,3.3575738928208763e-203,1.0001178411066047
379,0.010718779395907145,1.0789066901599415e-6,9.646901456316415e-8,1.9852334701272664e-22,6.464886612563996e-203,1.000117485018017
380,0.010747061135738034,1.0791612258184196e-6,9.672355022164215e-8,2.6469779601696886e-22,1.2416917797814794e-202,1.0001171248942378
381,0.010775342875568923,1.0794157614768974e-6,9.697808588012016e-8,1.1911400820763599e-22,2.3789884865793475e-202,1.0001167610526482
382,0.010803624615399812,1.0796702971353755e-6,9.723262153859816e-8,1.852884572118782e-22,4.54678584843607e-202,1.0001163937861461
383,0.010831906355230701,1.0799248327938536e-6,9.748715719707617e-8,2.514629062161204e-22,8.668783884133156e-202,1.000116023365715
384,0.01086018809506159,1.0801793684523314e-6,9.774169285555418e-8,1.0587911840678754e-22,1.6487741489067383e-201,1.0001156500426505
385,0.01088846983489248,1.0804339041108093e-6,9.799622851403218e-8,-3.970466940254533e-23,3.1283921719701552e-201,1.0001152740505028
386,0.010916751574723368,1.0806884397692874e-6,9.825076417251019e-8,2.6469779601696886e-23,5.9216926200708216e-201,1.0001148956067747
387,0.010945033314554257,1.0809429754277654e-6,9.850529983098819e-8,9.26442286059391e-23,1.1182598031585874e-200,1.0001145149144164
388,0.010973315054385147,1.0811975110862435e-6,9.87598354894662e-8,1.5881867761018131e-22,2.1067800631954836e-200,1.0001141321631364
389,0.011001596794216036,1.0814520467447216e-6,9.90143711479442e-8,2.2499312661442353e-22,3.959885990960256e-200,1.0001137475305637
390,0.011029878534046925,1.0817065824031997e-6,9.926890680642221e-8,2.9116757561866574e-22,7.425752030208859e-200,1.000113361183276
391,0.011058160273877814,1.0819611180616775e-6,9.952344246490021e-8,1.4558378780933287e-22,1.3893116590374952e-199,1.0001129732777039
392,0.011086442013708703,1.0822156537201556e-6,9.977797812337822e-8,2.117582368135751e-22,2.593388103704341e-199,1.0001125839609442
393,0.011114723753539592,1.0824701893786334e-6,1.0003251378185622e-7,6.617444900424221e-23,4.830042859107312e-199,1.0001121933714892
394,0.01114300549337048,1.0827247250371115e-6,1.0028704944033423e-7,1.3234889800848443e-22,8.97546695616167e-199,1.0001118016398804
395,0.01117128723320137,1.0829792606955896e-6,1.0054158509881223e-7,1.9852334701272664e-22,1.6641505119340454e-198,1.0001114088892882
396,0.011199568973032259,1.0832337963540674e-6,1.0079612075729024e-7,5.293955920339377e-23,3.0786792550660086e-198,1.000111015236035
397,0.011227850712863148,1.0834883320125455e-6,1.0105065641576825e-7,1.1911400820763599e-22,5.683021697500329e-198,1.0001106207900872
398,0.011256132452694037,1.0837428676710238e-6,1.0130519207424625e-7,3.970466940254533e-22,1.046752171999388e-197,1.000110225655492
399,0.011284414192524926,1.0839974033295017e-6,1.0155972773272426e-7,2.514629062161204e-22,1.923821189778176e-197,1.0001098299307831
400,0.011312695932355815,1.0842519389879795e-6,1.0181426339120226e-7,1.0587911840678754e-22,3.528160484199338e-197,1.0001094337093532
401,0.011340977672186704,1.0845064746464576e-6,1.0206879904968027e-7,1.7205356741102976e-22,6.456560145954079e-197,1.000109037079783
402,0.011369259412017593,1.0847610103049357e-6,1.0232333470815827e-7,2.3822801641527197e-22,1.1790431270046917e-196,1.000108640126122
403,0.011397541151848482,1.0850155459634135e-6,1.0257787036663628e-7,9.26442286059391e-23,2.148523517419313e-196,1.000108242928164
404,0.011425822891679371,1.0852700816218916e-6,1.0283240602511428e-7,1.5881867761018131e-22,3.906957677335998e-196,1.0001078455616992
405,0.01145410463151026,1.0855246172803697e-6,1.0308694168359229e-7,2.2499312661442353e-22,7.089761945767795e-196,1.00010744809875
406,0.01148238637134115,1.0857791529388475e-6,1.033414773420703e-7,7.940933880509066e-23,1.283881860745675e-195,1.0001070506077938
407,0.011510668111172039,1.0860336885973256e-6,1.035960130005483e-7,1.4558378780933287e-22,2.320197660847945e-195,1.0001066531539669
408,0.011538949851002928,1.0862882242558035e-6,1.038505486590263e-7,0.0,4.1844405571816825e-195,1.0001062557992546
409,0.011567231590833817,1.0865427599142815e-6,1.0410508431750431e-7,6.617444900424221e-23,7.53127039212743e-195,1.000105858602665
410,0.011595513330664706,1.0867972955727596e-6,1.0435961997598232e-7,1.3234889800848443e-22,1.3527681144227388e-194,1.0001054616203913
411,0.011623795070495595,1.0870518312312377e-6,1.0461415563446032e-7,1.9852334701272664e-22,2.4249822136399917e-194,1.0001050649059626
412,0.011652076810326484,1.0873063668897155e-6,1.0486869129293833e-7,5.293955920339377e-23,4.338399885018194e-194,1.000104668510385
413,0.011680358550157373,1.0875609025481936e-6,1.0512322695141633e-7,1.1911400820763599e-22,7.746260681229619e-194,1.0001042724822717
414,0.011708640289988262,1.0878154382066717e-6,1.0537776260989434e-7,1.852884572118782e-22,1.3803898804937462e-193,1.0001038768679682
415,0.011736922029819151,1.0880699738651497e-6,1.0563229826837234e-7,2.514629062161204e-22,2.4550713862107583e-193,1.000103481711664
416,0.01176520376965004,1.0883245095236278e-6,1.0588683392685035e-7,3.1763735522036263e-22,4.357974587615705e-193,1.0001030870556356
417,0.011793485509480929,1.0885790451821059e-6,1.0614136958532835e-7,3.8381180422460484e-22,7.720917823874236e-193,1.000102692940254
418,0.011821767249311818,1.0888335808405838e-6,1.0639590524380636e-7,2.3822801641527197e-22,1.3652815999811156e-192,1.0001022994040247
419,0.011850048989142707,1.0890881164990616e-6,1.0665044090228436e-7,9.26442286059391e-23,2.4096277922202518e-192,1.0001019064836447
420,0.011878330728973596,1.0893426521575397e-6,1.0690497656076237e-7,1.5881867761018131e-22,4.244801688771602e-192,1.0001015142140697
421,0.011906612468804485,1.0895971878160178e-6,1.0715951221924037e-7,2.2499312661442353e-22,7.46362493156417e-192,1.000101122628588
422,0.011934894208635374,1.0898517234744958e-6,1.0741404787771838e-7,2.9116757561866574e-22,1.3098825618638705e-191,1.0001007317588975
423,0.011963175948466263,1.090106259132974e-6,1.0766858353619639e-7,3.5734202462290796e-22,2.2946170127279912e-191,1.0001003416351797
424,0.011991457688297152,1.0903607947914515e-6,1.0792311919467439e-7,0.0,4.012254248103337e-191,1.0000999522861744
425,0.012019739428128041,1.0906153304499296e-6,1.081776548531524e-7,6.617444900424221e-23,7.002806293440308e-191,1.0000995637392496
426,0.01204802116795893,1.0908698661084077e-6,1.084321905116304e-7,1.3234889800848443e-22,1.220017915821642e-190,1.0000991760204687
427,0.01207630290778982,1.0911244017668858e-6,1.0868672617010841e-7,1.9852334701272664e-22,2.1216594614259044e-190,1.000098789154654
428,0.012104584647620709,1.0913789374253638e-6,1.0894126182858641e-7,2.6469779601696886e-22,3.683031429995032e-190,1.0000984031654452
429,0.012132866387451598,1.091633473083842e-6,1.0919579748706442e-7,3.3087224502121107e-22,6.382051485640158e-190,1.000098018075357
430,0.012161148127282487,1.09188800874232e-6,1.0945033314554242e-7,3.970466940254533e-22,1.1039391197676674e-189,1.0000976339058296
431,0.012189429867113376,1.0921425444007976e-6,1.0970486880402043e-7,3.970466940254533e-23,1.906183256121574e-189,1.0000972506772787
432,0.012217711606944265,1.0923970800592757e-6,1.0995940446249843e-7,1.0587911840678754e-22,3.285667448966694e-189,1.0000968684091405
433,0.012245993346775154,1.0926516157177538e-6,1.1021394012097644e-7,1.7205356741102976e-22,5.653620665852167e-189,1.000096487119915
434,0.012274275086606043,1.0929061513762318e-6,1.1046847577945444e-7,2.3822801641527197e-22,9.711324521735964e-189,1.000096106827206
435,0.012302556826436932,1.09316068703471e-6,1.1072301143793245e-7,3.044024654195142e-22,1.6652659503099742e-188,1.0000957275477602
436,0.012330838566267821,1.0934152226931878e-6,1.1097754709641046e-7,1.5881867761018131e-22,2.85066787995001e-188,1.0000953492975015
437,0.01235912030609871,1.0936697583516658e-6,1.1123208275488846e-7,2.2499312661442353e-22,4.8716046726121186e-188,1.0000949720915653
438,0.0123874020459296,1.0939242940101437e-6,1.1148661841336647e-7,7.940933880509066e-23,8.311211240583873e-188,1.0000945959443306
439,0.012415683785760488,1.0941788296686218e-6,1.1174115407184447e-7,1.4558378780933287e-22,1.4155587542059758e-187,1.0000942208694499
440,0.012443965525591377,1.0944333653270998e-6,1.1199568973032248e-7,2.117582368135751e-22,2.406950549891942e-187,1.000093846879878
441,0.012472247265422266,1.094687900985578e-6,1.1225022538880048e-7,2.779326858178173e-22,4.085888188456673e-187,1.0000934739878993
