time,pressure_jump_Pa,relative_jump_error,max_face_speed,gas_area_drift,divergence_linf,phi_min,phi_max
6.490603378273391e-5,59.93286887645643,0.04050119577181316,0.0005927408887352799,0.0,2.659045502012009e-7,0.0006798942107949513,1.0
0.00012981206756546782,59.93182351089233,0.04048304706410304,0.0011507481693981492,3.2824269575559113e-16,2.038241238011551e-7,0.0006799297038367324,1.000000000000673
0.00019471810134820172,59.93136989598284,0.04047517180525774,0.0016985261562882201,-1.6412134787779557e-16,1.96103709059274e-7,0.0006799985501495928,1.0000000000016618
0.00025962413513093565,59.93098694638435,0.04046852337472842,0.002230750132135759,0.0,2.5562465386776503e-7,0.0006801000025884441,1.0000000000017784
0.0003245301689136696,59.93051622670277,0.04046035115803432,0.0027435953376925707,-1.6412134787779557e-16,2.1705894230330676e-7,0.0006802329288374483,1.0000000000027662
0.0003894362026964035,59.92994892674158,0.04045050220037477,0.0032331386497528518,3.2824269575559113e-16,1.52365441925142e-7,0.0006803959117826694,1.0000000000028937
0.00045434223647913743,59.9292978371181,0.040439198561078214,0.0036955586097308576,3.2824269575559113e-16,2.389503707486271e-7,0.0006805872562811726,1.000000000003088
0.0005192482702618713,59.928578758402175,0.040426714555593414,0.004127198364353019,0.0,1.9471964991047617e-7,0.0006808050094484559,1.000000000003111
0.0005841543040446052,59.927808438050555,0.04041334093837779,0.004524602355386259,0.0,2.0116212504614256e-7,0.0006810469846525183,1.0000000000036933
0.000649060337827339,59.927004070293705,0.04039937622037693,0.004884547564203906,-1.6412134787779557e-16,1.9814171281495874e-7,0.0006813107925587824,1.0000000000042149
0.0007139663716100729,59.926182842242675,0.04038511878893542,0.005204073222765495,0.0,2.0505718260015572e-7,0.0006815938699823906,1.0000000000041642
0.0007788724053928068,59.925361435657194,0.04037085825793751,0.0054805095333365925,0.0,1.8220825987331482e-7,0.0006818935114290203,1.000000000003532
0.0008437784391755407,59.92455555291631,0.040356867238130485,0.005711505353598046,0.0,2.616863983874451e-7,0.000682206901037403,1.0000000000042208
0.0009086844729582745,59.92377949706413,0.04034339404625239,0.0058950544641678294,0.0,2.121990869353909e-7,0.0006825311448466888,1.0000000000039977
0.0009735905067410084,59.923045767382014,0.040330655683715626,0.00602951999268071,-1.6412134787779557e-16,2.74970110922181e-7,0.000682863302277285,1.0000000000046532
0.001,59.92214055509115,0.04031494019255474,0.006070009552530826,-1.6412134787779557e-16,6.023395471288495e-8,0.0006830004702079657,1.0000000000049625
