time,rise_velocity,centroid_y,gas_area,phi_min,phi_max,divergence_linf,kinetic_energy,steps,substeps,poisson_solves,poisson_residual
0.0,0.0,0.004999999999999944,4.92450912986553e-6,2.5701663020072374e-14,1.0,0.0,0.0,0,0,0,0.0
8.113254222841739e-6,7.040467238043765e-5,0.004999999999999944,4.92450912986553e-6,2.5701663020072374e-14,1.0,1.372208304484257e-7,1.3850747545402764e-11,1,1,1,0.2789226453450994
1.6226508445683478e-5,0.0001408053795168053,0.005000000571210907,4.92450912986553e-6,2.570143056380431e-14,1.0000000000000404,2.1795036441851073e-7,5.539799021041567e-11,2,2,2,0.300348933760709
2.4339762668525215e-5,0.00021120306847070337,0.005000001713538708,4.92450912986553e-6,2.5700962679874455e-14,1.000000000000045,2.447556245732674e-7,1.2463558476647536e-10,3,3,3,0.3582336101232083
3.2453016891366956e-5,0.0002815977791867333,0.00500000342695942,4.92450912986553e-6,2.570025874894935e-14,1.0000000000000477,2.3465624833475182e-7,2.21557646142576e-10,4,4,4,0.3645362444874585
4.05662711142087e-5,0.00035198951291189046,0.0050000057114489675,4.92450912986553e-6,2.5699324100814264e-14,1.0000000000000493,2.3725957575340684e-7,3.461583131877056e-10,5,5,5,0.35444030816315386
4.867952533705044e-5,0.0004223782663551584,0.005000008566983604,4.92450912986553e-6,2.5698153680347804e-14,1.0000000000000504,1.7745011198638805e-7,4.984317391027231e-10,6,6,6,0.2539555946114755
5.679277955989218e-5,0.0004927640354484791,0.00500001199353962,4.924509129865532e-6,2.5696755737474497e-14,1.0000000000000564,1.6962898832795226e-7,6.783720940275195e-10,7,7,7,0.257653379479859
6.490603378273391e-5,0.0005631468164397079,0.005000015991093128,4.924509129865533e-6,2.5695122226824677e-14,1.0000000000000633,2.446208614602721e-7,8.859735669448339e-10,8,8,8,0.3623531883431802
7.301928800557565e-5,0.0006335266059843533,0.005000020559620666,4.924509129865534e-6,2.5693252479220536e-14,1.000000000000074,2.42304893092668e-7,1.1212303665219864e-9,9,9,9,0.3538074111424725
8.113254222841738e-5,0.0007039033998589646,0.005000025699098595,4.924509129865535e-6,2.5691145802558876e-14,1.0000000000000837,2.3422779276208172e-7,1.3841367213063568e-9,10,10,10,0.345150476548758
8.924579645125911e-5,0.0007742771940659865,0.005000031409503541,4.924509129865536e-6,2.568880147685166e-14,1.0000000000000928,2.2634558896270085e-7,1.67468687956053e-9,11,11,11,0.3381153042081493
9.735905067410085e-5,0.0008446479845596777,0.005000037690812122,4.924509129865538e-6,2.568621875879213e-14,1.0000000000001057,2.2141931196959647e-7,1.9928751088971376e-9,12,12,12,0.3335010933802985
0.00010547230489694258,0.0009150157672472497,0.005000044543000871,4.924509129865539e-6,2.5683396876734256e-14,1.0000000000001354,2.1772749700214866e-7,2.3386956958023554e-9,13,13,13,0.3317412638075806
0.00011358555911978432,0.0009853805379891128,0.0050000519660466595,4.924509129865539e-6,2.5680335035296887e-14,1.000000000000165,2.1634143948252166e-7,2.7121429450985663e-9,14,14,14,0.33277449849260493
0.00012169881334262605,0.0010557422925995563,0.0050000599599262395,4.924509129865542e-6,2.5677032429234212e-14,1.0000000000001943,2.1773934315641452e-7,3.113211179375601e-9,15,15,15,0.33633330053295074
0.0001298120675654678,0.0011261010268486763,0.005000068524616655,4.924509129865542e-6,2.5673510266024747e-14,1.0000000000002236,2.2115542426884294e-7,3.5418947384090274e-9,16,16,16,0.341568819681878
0.00013792532178830955,0.0011964567364652172,0.005000077660094739,4.924509129865544e-6,2.566974705731091e-14,1.000000000000253,2.2432834697813653e-7,3.9981879785764655e-9,17,17,17,0.34697869224447536
0.0001460385760111513,0.001266809417138511,0.005000087366337624,4.924509129865544e-6,2.566574191269167e-14,1.0000000000002824,2.2826980416654208e-7,4.482085272279106e-9,18,18,18,0.3513423431648254
0.00015415183023399304,0.0013371590645183944,0.005000097643322388,4.924509129865544e-6,2.5661493924140025e-14,1.0000000000003122,2.2811493399430005e-7,4.993581007372958e-9,19,19,19,0.35257480028278837
0.0001622650844568348,0.001407505674214341,0.00500010849102625,4.924509129865545e-6,2.565700208221371e-14,1.0000000000003417,2.2709200108578242e-7,5.532669586612626e-9,20,20,20,0.35037509137349476
0.00017037833867967654,0.001477849241794593,0.005000119909426413,4.924509129865545e-6,2.5652294847529886e-14,1.0000000000003708,2.2436687993621085e-7,6.0993454271094076e-9,21,21,21,0.34624958617359386
0.00017849159290251828,0.001548189762785863,0.005000131898500252,4.924509129865547e-6,2.564737427877014e-14,1.0000000000003995,2.2184893080923196e-7,6.693602959804693e-9,22,22,22,0.3431088109974662
0.00018660484712536003,0.001618527232672268,0.00500014445822514,4.924509129865547e-6,2.564220984878836e-14,1.0000000000004277,2.2207913494276532e-7,7.3154366289591704e-9,23,23,23,0.343451068215312
0.00019471810134820178,0.00168886164689458,0.0050001575885786145,4.924509129865548e-6,2.5636800534003963e-14,1.0000000000004559,2.2513219604530788e-7,7.964840891658121e-9,24,24,24,0.34810942636739617
0.00020283135557104353,0.0017591930008498333,0.005000171289538037,4.9245091298655495e-6,2.563118043620374e-14,1.0000000000004843,2.3024318718950498e-7,8.641810217332767e-9,25,25,25,0.35702209241784527
0.00021094460979388527,0.0018295212900230674,0.0050001855610811875,4.92450912986555e-6,2.5625314769318825e-14,1.0000000000005134,1.4102124437642694e-7,9.34633908729746e-9,26,26,26,0.23399820641008348
0.00021905786401672702,0.0018998465094685767,0.005000200403185678,4.924509129865551e-6,2.5619202499523686e-14,1.0000000000005178,1.4421678229403767e-7,1.0078421994302135e-8,27,27,27,0.24170894495067655
0.00022717111823956877,0.001970168654567612,0.005000215815829203,4.924509129865553e-6,2.5612842601751483e-14,1.0000000000005225,1.4965742259342996e-7,1.0838053442099878e-8,28,28,28,0.25101942272822153
0.00023528437246241052,0.0020404877205370724,0.00500023179898954,4.924509129865554e-6,2.5606274836536383e-14,1.0000000000005274,1.5631940417093482e-7,1.1625227945028256e-8,29,29,29,0.2614171436933657
0.00024339762668525226,0.0021108037025500902,0.005000248352644646,4.924509129865555e-6,2.5599501374839453e-14,1.0000000000005322,1.639345071635656e-7,1.243994002760719e-8,30,30,30,0.2726557173034604
0.000251510880908094,0.00218111659573519,0.005000265476772339,4.924509129865555e-6,2.5592479676421843e-14,1.0000000000005373,1.7096292112550593e-7,1.3282184224147121e-8,31,31,31,0.2848084279950223
0.00025962413513093576,0.002251426395175084,0.005000283171350735,4.924509129865555e-6,2.5585253884073467e-14,1.0000000000005427,1.7827576292983593e-7,1.4151955078377221e-8,32,32,32,0.29761978255064586
0.0002677373893537775,0.0023217330959061184,0.005000301436357678,4.924509129865557e-6,2.5577778437812368e-14,1.0000000000005482,1.8565780740553706e-7,1.5049247143079936e-8,33,33,33,0.31088192658465175
0.00027585064357661925,0.002392036692918413,0.005000320271771482,4.924509129865557e-6,2.557005268069399e-14,1.0000000000005538,1.9377707241585718e-7,1.5974054979739924e-8,34,34,34,0.3245179051142311
0.000283963897799461,0.0024623371811556024,0.005000339677570181,4.924509129865558e-6,2.556212499084009e-14,1.0000000000005596,2.0269628339675272e-7,1.6926373158204875e-8,35,35,35,0.3384592999688645
0.00029207715202230275,0.0025326345555142698,0.005000359653732129,4.924509129865559e-6,2.5553997806511468e-14,1.0000000000005655,2.130741495465216e-7,1.7906196256357712e-8,36,36,36,0.3528552078543778
0.0003001904062451445,0.0026029288109579987,0.0050003802002355335,4.9245091298655605e-6,2.5545671850672006e-14,1.0000000000005718,2.3286905321802734e-7,1.8913518859799648e-8,37,37,37,0.30860918110943664
0.00030830366046798624,0.0026732199420621285,0.0050004013170586985,4.924509129865561e-6,2.5537095001439703e-14,1.0000000000005402,2.4154754233590703e-7,1.9948335561543873e-8,38,38,38,0.32182836492704386
0.000316416914690828,0.002743507943690531,0.005000423004180256,4.924509129865561e-6,2.552826607411368e-14,1.0000000000005074,2.5221786432386845e-7,2.1010640961718783e-8,39,39,39,0.3353555039189464
0.00032453016891366974,0.0028137928105472112,0.005000445261578419,4.924509129865562e-6,2.5519240579559184e-14,1.0000000000004734,2.6370930828042635e-7,2.2100429667281313e-8,40,40,40,0.34901064023140743
0.0003326434231365115,0.002884074537286773,0.005000468089231808,4.924509129865563e-6,2.5509962103179037e-14,1.0000000000004383,2.7376908501687905e-7,2.321769629173907e-8,41,41,41,0.36280783991105947
0.00034075667735935323,0.002954353118516879,0.005000491487118995,4.924509129865563e-6,2.5500548262252868e-14,1.0000000000004021,2.6633335103998235e-7,2.4362435454881554e-8,42,42,42,0.3112038275329809
0.000348869931582195,0.003024628548783875,0.005000515455218651,4.9245091298655665e-6,2.5490881565408474e-14,1.000000000000419,2.777663500319605e-7,2.5534641782519243e-8,43,43,43,0.32331337454237574
0.00035698318580503673,0.003094900822596821,0.005000539993509448,4.924509129865565e-6,2.5481023121206507e-14,1.0000000000004365,2.8691204446984475e-7,2.6734309906231374e-8,44,44,44,0.33552453560564494
0.0003650964400278785,0.003165169934407945,0.005000565101969974,4.9245091298655665e-6,2.5470910905920068e-14,1.0000000000004565,2.9795346502548004e-7,2.796143446312091e-8,45,45,45,0.3477790455307005
0.0003732096942507202,0.0032354358786181175,0.005000590780579262,4.9245091298655665e-6,2.5460675231449522e-14,1.000000000000479,3.081155896395016e-7,2.9216010095576893e-8,46,46,46,0.35986999896219957
0.00038132294847356197,0.003305698649404059,0.005000617029316026,4.9245091298655665e-6,2.5450185960212503e-14,1.000000000000502,1.8489796013709814e-7,3.049803145104514e-8,47,47,47,0.28342463448243504
0.0003894362026964037,0.0033759582413989907,0.005000643848159139,4.924509129865567e-6,2.5439509679065187e-14,1.0000000000005116,1.9012344268376502e-7,3.180749318180258e-8,48,48,48,0.29276072223060096
0.00039754945691924547,0.003446214648681749,0.005000671237087686,4.924509129865569e-6,2.542857711234594e-14,1.0000000000005227,1.9845299015219808e-7,3.314438994474607e-8,49,49,49,0.3019947085572513
