time,rise_velocity,centroid_y,gas_area,phi_min,phi_max,divergence_linf,kinetic_energy,steps,substeps,poisson_solves,poisson_residual
0.0,0.0,0.004999999999999969,4.971820950379713e-6,2.282342217441169e-7,1.0,0.0,0.0,0,0,0,0.0
0.0006884324494154144,0.005621783683216366,0.005078851441725206,4.971820950379712e-6,2.70852176116362e-7,1.0014592745097426,4.720630772503398e-6,9.430562232261349e-8,1,31,1,0.05709124136811735
0.0013768648988308288,0.011220195176000272,0.005084652441766033,4.971820950379714e-6,2.6165291978118515e-7,1.001456498288604,7.184125671244601e-6,3.7467571143170863e-7,2,62,2,0.06365277576961524
0.0020652973482462433,0.01678446648348155,0.0050943782232986895,4.971820950379714e-6,2.6170641621600844e-7,1.0014508340783583,4.922310680832709e-6,8.378070572445469e-7,3,93,3,0.049128055702940376
0.0027537297976616575,0.022308236795789554,0.005107995831221393,4.971820950379713e-6,3.011480190787381e-7,1.0014433235723612,5.5222366777130105e-6,1.4798750997193298e-6,4,124,4,0.04791135128798659
0.003442162247077072,0.027776620823748384,0.0051254300207785345,4.971820950379714e-6,3.1284868859521524e-7,1.0014344401990514,7.053159414738275e-6,2.2966072612764357e-6,5,155,5,0.06090591096265656
0.0041305946964924865,0.03317183269019459,0.005146680778828321,4.971820950379712e-6,3.122335274369798e-7,1.001424560519803,5.6286090455159865e-6,3.283574490501539e-6,6,186,6,0.04695488564833577
0.004819027145907901,0.03847499822380428,0.0051717237655988695,4.971820950379714e-6,3.2282724846158643e-7,1.001413972891603,6.948391484407068e-6,4.4350958404508945e-6,7,217,7,0.05465016940086856
0.005507459595323316,0.043666410372807954,0.005200505218265988,4.971820950379712e-6,3.4114824249961665e-7,1.0014028983577097,6.449225975480033e-6,5.743889524551187e-6,8,248,8,0.053107140072934204
0.006195892044738731,0.04872759753858127,0.005232944470935397,4.971820950379715e-6,3.83682356993243e-7,1.001391495222831,5.165267623397085e-6,7.201535332372661e-6,9,279,9,0.052713632512788065
0.006884324494154145,0.053642541298766985,0.005268938444649109,4.971820950379714e-6,4.921819700928233e-7,1.0013798988128335,1.0576184294563973e-5,8.798049697653986e-6,10,310,10,0.06473496870569508
0.00757275694356956,0.058400225483611026,0.005308372854765615,4.971820950379714e-6,7.482079223818876e-7,1.0013681961584013,6.612482295054178e-6,1.052275717575539e-5,11,341,11,0.06170225089422479
0.008261189392984975,0.06299385855534949,0.005351122826497141,4.971820950379712e-6,9.183727298219883e-7,1.0013564530382966,6.466009949690488e-6,1.2364976195303169e-5,12,372,12,0.05672037931463704
0.008949621842400389,0.06741980691450104,0.005397073963364633,4.971820950379715e-6,1.2098055771019934e-6,1.0013446957063,5.441442269216168e-6,1.4313871373774334e-5,13,403,13,0.04941841557542966
0.009638054291815802,0.07168229941118355,0.005446108429147054,4.971820950379714e-6,1.7667045879272315e-6,1.001332957943617,6.458380227059024e-6,1.636036892758602e-5,14,434,14,0.061226300945207486
0.010326486741231216,0.07579096007512812,0.005498102736337361,4.971820950379714e-6,2.5704620169817494e-6,1.0013212645860758,6.368343846929747e-6,1.8497496959015446e-5,15,465,15,0.06541846713143419
0.01101491919064663,0.07975824200704013,0.005552949513571578,4.971820950379714e-6,3.842447876926262e-6,1.0013096254400096,6.213748292793753e-6,2.0720460602954603e-5,16,496,16,0.062455630978076965
0.011703351640062044,0.0835967887366932,0.005610551540502552,4.971820950379714e-6,4.576077365112389e-6,1.0012980511394962,7.2805024231570314e-6,2.3025893207184804e-5,17,527,17,0.07068928567464978
0.012391784089477458,0.08731751802427058,0.005670821291394432,4.971820950379714e-6,5.952881942984159e-6,1.001286555117289,7.553169027119111e-6,2.541121607612511e-5,18,558,18,0.07325477689153574
0.013080216538892872,0.09093101560808838,0.0057336762949210095,4.971820950379713e-6,6.953687980430869e-6,1.001275066669415,8.153205186545165e-6,2.7874921063713748e-5,19,589,19,0.07036131541089732
0.013768648988308286,0.0944455810418067,0.005799038788398272,4.971820950379714e-6,7.967460770532421e-6,1.0012635624092616,6.5994490796583705e-6,3.0415017625244715e-5,20,620,20,0.06307871743560745
0.0144570814377237,0.09786844712191274,0.005866850185640143,4.971820950379714e-6,9.008422457718761e-6,1.0012520319183875,7.6263788173491776e-6,3.302994258137877e-5,21,651,21,0.06256684758283954
0.015145513887139113,0.10120274578336859,0.005937046398612172,4.971820950379714e-6,1.0570045597960136e-5,1.0012404748455985,4.520539846453175e-6,3.571747447335334e-5,22,682,22,0.05017561744643272
0.01583394633655453,0.10444241649334875,0.0060095644595997595,4.971820950379714e-6,1.3637389825088847e-5,1.001228904191542,6.755886516884857e-6,3.8471605921542844e-5,23,713,23,0.07088769275560486
0.016522378785969943,0.10758070920070996,0.006084342908946996,4.971820950379712e-6,1.5250708828895187e-5,1.0012173032003526,5.191758013722847e-6,4.1285344252388974e-5,24,744,24,0.05185230193434862
0.017210811235385357,0.11061170517821438,0.006161313243496064,4.971820950379713e-6,1.8929118864552317e-5,1.001205612691598,7.00426725686043e-6,4.415144627001644e-5,25,775,25,0.06283676323316296
0.01789924368480077,0.11353017969942725,0.006240406170830736,4.971820950379714e-6,2.3933410221846837e-5,1.0011938110430887,6.0250886946278115e-6,4.706363104999199e-5,26,806,26,0.053685147049815515
0.018587676134216184,0.11632488059137719,0.006321515719829537,4.971820950379714e-6,2.3756508057954357e-5,1.00118199218615,8.348130194235637e-6,5.0011715541880555e-5,27,837,27,0.06784365829543929
0.019276108583631598,0.11898753516705018,0.006404548664866452,4.971820950379714e-6,2.1850538291600702e-5,1.0011702032107956,8.118087002628727e-6,5.298602929512473e-5,28,868,28,0.07688399713417973
0.019964541033047012,0.12151412606151896,0.006489422649221697,4.971820950379714e-6,1.7013502216176572e-5,1.001158356905948,6.267509533586235e-6,5.597773716735905e-5,29,899,29,0.06269295671939408
0.020652973482462426,0.12390366022722957,0.006576044084426855,4.971820950379713e-6,1.2814752238934428e-5,1.001146369831246,8.86764492236125e-6,5.897915318135798e-5,30,930,30,0.06209144255752691
0.02134140593187784,0.1261587747916853,0.006664309655454159,4.971820950379713e-6,1.1089404086591145e-5,1.0011342631108955,7.546543656644644e-6,6.198536776202725e-5,31,961,31,0.0574937399984328
0.022029838381293253,0.12827831317015975,0.00675408849158194,4.971820950379714e-6,1.215100374911227e-5,1.001122232788431,6.494413014479505e-6,6.49889684226273e-5,32,992,32,0.05954674895867823
0.022718270830708667,0.13026736859786053,0.006845287512390145,4.971820950379714e-6,1.609855423835556e-5,1.0011105010346484,8.952581964649653e-6,6.798333811533287e-5,33,1023,33,0.062397344422802294
0.02340670328012408,0.13213976197304395,0.0069378903123371504,4.971820950379714e-6,2.0443149922660787e-5,1.0010987790156056,1.0497295299671805e-5,7.096614829439079e-5,34,1054,34,0.08238557269855805
0.024095135729539495,0.13390658865016516,0.007031821515223751,4.971820950379713e-6,2.9959042547253324e-5,1.0010869979651618,1.0981605228721492e-5,7.39348868243276e-5,35,1085,35,0.0889451282669968
