time,rise_velocity,centroid_y,gas_area,phi_min,phi_max,divergence_linf,kinetic_energy,steps,substeps,poisson_solves,poisson_residual
0.0,0.0,0.004999999999999944,4.92450912986553e-6,2.5701663020072374e-14,1.0,0.0,0.0,0,0,0,0.0
0.00012169881334262609,0.0010547075837346938,0.005002609985674641,4.92450912986553e-6,2.611362859481562e-14,1.0001702143581748,2.0317832916116885e-6,3.1117744296849968e-9,1,15,1,0.2786529090193756
0.00024339762668525218,0.002108542191407747,0.005002798319786137,4.92450912986553e-6,2.608883359832434e-14,1.0001702604782967,2.2554902126548093e-6,1.2430853967633608e-8,2,30,2,0.33043165177708667
0.00036509644002787826,0.0031616200719936927,0.005003114827047004,4.92450912986553e-6,2.5946064283548786e-14,1.000170192874519,3.2787184033045147e-6,2.7938586777811228e-8,3,45,3,0.34578373463947326
0.00048679525337050436,0.004213989337729832,0.005003559486879537,4.924509129865531e-6,2.575175309635161e-14,1.000170087626698,2.8312221246606928e-6,4.9616792271388205e-8,4,60,4,0.3114784393232753
0.0006084940667131305,0.005265632776934751,0.005004132233549307,4.92450912986553e-6,2.5514324583853025e-14,1.0001699467935414,4.042148105121157e-6,7.744755857932667e-8,5,75,5,0.3546709363398298
0.0007301928800557565,0.006316528295645352,0.005004833000168422,4.92450912986553e-6,2.5245435265821517e-14,1.0001697719792277,2.9569360515679932e-6,1.1141304255637243e-7,6,90,6,0.30158454756382175
0.0008518916933983826,0.0073666502442924905,0.005005661721318834,4.92450912986553e-6,2.4960782030027438e-14,1.0001695648375994,3.680813700945862e-6,1.5149532278033164e-7,7,105,7,0.34072290445959275
0.0009735905067410086,0.008415969110483016,0.005006618332325768,4.92450912986553e-6,2.4676995297587487e-14,1.0001693270751328,3.348915384115969e-6,1.976762795443283e-7,8,120,8,0.33611612790752
0.0010952893200836347,0.009464451437657763,0.005007702768366453,4.92450912986553e-6,2.4417493104561334e-14,1.000169060435419,2.8185672324987365e-6,2.499375036195592e-7,9,135,9,0.3038859261149932
0.0012169881334262607,0.010512059698122486,0.0050089149635823334,4.924509129865531e-6,2.420736426200031e-14,1.0001687666726085,3.2586207456830607e-6,3.082602354700367e-7,10,150,10,0.3459636209975433
0.0013386869467688868,0.011558752420011139,0.005010254850074758,4.92450912986553e-6,2.4077683724190893e-14,1.00016844754981,2.5102367029461448e-6,3.7262532924685067e-7,11,165,11,0.28674948616141593
0.0014603857601115128,0.012604484301781679,0.005011722357165813,4.92450912986553e-6,2.406499889195879e-14,1.0001681047677533,2.781841585530742e-6,4.430132369526416e-7,12,180,12,0.3156528441876347
0.0015820845734541389,0.01364920625209639,0.005013317410324234,4.92450912986553e-6,2.4213152435373052e-14,1.000167739997342,3.012371429633731e-6,5.19404012176462e-7,13,195,13,0.34378004022430686
0.001703783386796765,0.014692865568940755,0.005015039930260235,4.92450912986553e-6,2.4573836395614533e-14,1.0001673548584809,2.5801925911395074e-6,6.017773373496522e-7,14,210,14,0.2771370425648925
0.001825482200139391,0.015735406213353488,0.00501688983704119,4.92450912986553e-6,2.5207740013787554e-14,1.0001669501531119,2.768287768795119e-6,6.90112575964901e-7,15,225,15,0.2972610964009561
0.001947181013482017,0.016776768896672713,0.0050188670445746545,4.92450912986553e-6,2.61833314652542e-14,1.0001665267932909,2.9601754025776472e-6,7.84388849227221e-7,16,240,16,0.3171512411891225
0.002068879826824643,0.017816891008195366,0.005020971458865265,4.92450912986553e-6,2.757253084705544e-14,1.0001660854061534,3.136330217756722e-6,8.845851218946973e-7,17,255,17,0.3368275999374909
0.0021905786401672693,0.01885571427875232,0.005023202962349013,4.92450912986553e-6,2.882414517430585e-14,1.0001656267164112,3.3180982139668913e-6,9.906811549204518e-7,18,270,18,0.356627458770087
0.0023122774535098956,0.01989320055922754,0.005025561453711559,4.92450912986553e-6,2.740017676150239e-14,1.000165151854534,3.085412580539071e-6,1.1026595701463911e-6,19,285,19,0.3048119078145516
0.002433976266852522,0.020929290864613658,0.005028046838940454,4.92450912986553e-6,2.6414507954914684e-14,1.000164661868645,3.301486006357379e-6,1.2205016960459365e-6,20,300,20,0.3200317977511029
0.002555675080195148,0.021963907864637817,0.005030658996048084,4.92450912986553e-6,2.592365223834657e-14,1.000164157744864,3.499702483367173e-6,1.344187256030892e-6,21,315,21,0.33456705897420347
0.0026773738935377744,0.022996977386677598,0.005033397781953141,4.92450912986553e-6,2.6018718908477604e-14,1.0001636404098733,3.6581309759142755e-6,1.4736966651753223e-6,22,330,22,0.34703451582433054
0.0027990727068804007,0.024028411468954076,0.0050362630501937,4.92450912986553e-6,2.6817208771747922e-14,1.0001631107080229,3.7786046185317446e-6,1.6090089635081543e-6,23,345,23,0.35725747184837137
0.002920771520223027,0.025058112548374072,0.00503925464613236,4.92450912986553e-6,2.845296499296757e-14,1.0001625694191094,3.87271799340283e-6,1.750102139035218e-6,24,360,24,0.36489532358578486
0.003042470333565653,0.026085977593051816,0.005042372401504645,4.92450912986553e-6,3.059048509862383e-14,1.0001620172345151,3.946250910047411e-6,1.8969534870466818e-6,25,375,25,0.37023687728991245
0.0031641691469082795,0.027111902110287595,0.00504561613759731,4.92450912986553e-6,2.852169312166527e-14,1.0001614546390236,2.5410331723207946e-6,2.0495399665916965e-6,26,390,26,0.2695155759619115
0.0032858679602509057,0.02813577888594553,0.005048985645855766,4.92450912986553e-6,2.742628688888834e-14,1.0001608822984032,2.7045278239157255e-6,2.2078377922734203e-6,27,405,27,0.2719399198391163
