step,time_s,liquid_area_m2,boundary_integral_m2,balance_error_m2,phi_min,phi_max
53,0.0029978644220743068,1.0094184553954458e-6,2.6980779798668743e-8,-1.4558378780933287e-22,0.0,1.00027238143728
54,0.003054427901736086,1.009927526712402e-6,2.7489851115624757e-8,-1.6543612251060553e-23,0.0,1.000272294727612
55,0.0031109913813978656,1.0104365980293578e-6,2.799892243258077e-8,-9.926167350636332e-23,0.0,1.000272139976897
56,0.003167554861059645,1.010945669346314e-6,2.8507993749536786e-8,2.9778502051908996e-23,0.0,1.0002719206599797
57,0.0032241183407214244,1.0114547406632701e-6,2.90170650664928e-8,1.5881867761018131e-22,0.0,1.0002716400232368
58,0.0032806818203832038,1.0119638119802258e-6,2.9526136383448814e-8,-1.3565762045869654e-22,0.0,1.0002713010519049
59,0.003337245300044983,1.012472883297182e-6,3.003520770040483e-8,-6.617444900424222e-24,0.0,1.000270906490575
60,0.0033938087797067626,1.012981954614138e-6,3.054427901736084e-8,-8.602678370551488e-23,0.0,1.0002704588778426
61,0.003450372259368542,1.013491025931094e-6,3.105335033431685e-8,4.632211430296955e-23,0.0,1.0002699605799152
62,0.0035069357390303214,1.01400009724805e-6,3.156242165127286e-8,-3.3087224502121107e-23,0.0,1.0002694138184351
63,0.003563499218692101,1.0145091685650061e-6,3.207149296822887e-8,9.926167350636332e-23,0.0,1.0002688206920367
64,0.00362006269835388,1.0150182398819623e-6,3.258056428518488e-8,2.3161057151484775e-22,0.0,1.0002681832043594
65,0.0036766261780156596,1.015527311198918e-6,3.308963560214089e-8,-5.955700410381799e-23,0.0,1.0002675032559267
66,0.003733189657677439,1.0160363825158741e-6,3.35987069190969e-8,7.279189390466644e-23,0.0,1.0002667826537812
67,0.0037897531373392184,1.01654545383283e-6,3.4107778236052914e-8,-6.617444900424222e-24,0.0,1.000266023123055
68,0.003846316617000998,1.017054525149786e-6,3.4616849553008925e-8,-8.602678370551488e-23,0.0,1.0002652263162268
69,0.0039028800966627772,1.0175635964667421e-6,3.5125920869964936e-8,4.632211430296955e-23,0.0,1.0002643938197464
70,0.003959443576324557,1.0180726677836983e-6,3.5634992186920946e-8,1.7867101231145398e-22,0.0,1.0002635271587177
71,0.004016007055986336,1.018581739100654e-6,3.614406350387696e-8,-1.1249656330721176e-22,0.0,1.00026262780037
72,0.004072570535648115,1.0190908104176101e-6,3.665313482083297e-8,1.9852334701272664e-23,0.0,1.0002616971568412
73,0.0041291340153098936,1.019599881734566e-6,3.716220613778898e-8,-5.955700410381799e-23,0.0,1.000260736587598
74,0.0041856974949716725,1.020108953051522e-6,3.767127745474499e-8,-1.3896634290890865e-22,0.0,1.0002597474017236
75,0.0042422609746334515,1.0206180243684781e-6,3.8180348771701e-8,-6.617444900424222e-24,0.0,1.0002587308601103
76,0.0042988244542952305,1.021127095685434e-6,3.868942008865701e-8,-8.602678370551488e-23,0.0,1.0002576881774687
77,0.0043553879339570094,1.02163616700239e-6,3.919849140561302e-8,-1.6543612251060553e-22,0.0,1.0002566205242263
78,0.004411951413618788,1.0221452383193462e-6,3.970756272256903e-8,-3.3087224502121107e-23,0.0,1.000255529028363
79,0.004468514893280567,1.0226543096363023e-6,4.0216634039525043e-8,9.926167350636332e-23,0.0,1.0002544147765957
80,0.004525078372942346,1.0231633809532584e-6,4.0725705356481054e-8,2.3161057151484775e-22,0.0,1.0002532788167031
81,0.004581641852604125,1.0236724522702142e-6,4.1234776673437065e-8,-5.955700410381799e-23,0.0,1.0002521221592031
82,0.004638205332265904,1.0241815235871703e-6,4.1743847990393076e-8,7.279189390466644e-23,0.0,1.000250945779081
83,0.004694768811927683,1.0246905949041262e-6,4.2252919307349086e-8,-6.617444900424222e-24,0.0,1.0002497506173784
84,0.004751332291589462,1.0251996662210822e-6,4.27619906243051e-8,-8.602678370551488e-23,0.0,1.0002485375826717
85,0.004807895771251241,1.0257087375380383e-6,4.327106194126111e-8,4.632211430296955e-23,0.0,1.000247307552464
86,0.00486445925091302,1.0262178088549945e-6,4.378013325821712e-8,1.7867101231145398e-22,0.0,1.0002460613743924
87,0.004921022730574799,1.0267268801719504e-6,4.428920457517313e-8,9.926167350636332e-23,0.0,1.000244799868264
88,0.004977586210236578,1.0272359514889063e-6,4.479827589212914e-8,1.9852334701272664e-23,0.0,1.0002435238286609
89,0.005034149689898357,1.0277450228058625e-6,4.530734720908515e-8,1.522012327097571e-22,0.0,1.0002422340428545
90,0.005090713169560136,1.0282540941228182e-6,4.581641852604116e-8,-1.3896634290890865e-22,0.0,1.00024093122263
91,0.005147276649221915,1.0287631654397743e-6,4.632548984299717e-8,-6.617444900424222e-24,0.0,1.000239616052645
92,0.005203840128883694,1.0292722367567305e-6,4.6834561159953183e-8,1.257314531080602e-22,0.0,1.0002382892033859
93,0.005260403608545473,1.0297813080736866e-6,4.7343632476909194e-8,2.5808035111654463e-22,0.0,1.0002369513331084
94,0.005316967088207252,1.0302903793906423e-6,4.7852703793865205e-8,-3.3087224502121107e-23,0.0,1.0002356030860515
95,0.005373530567869031,1.0307994507075985e-6,4.8361775110821216e-8,9.926167350636332e-23,0.0,1.000234245090448
96,0.00543009404753081,1.0313085220245544e-6,4.8870846427777227e-8,1.9852334701272664e-23,0.0,1.0002328779570775
97,0.005486657527192589,1.0318175933415105e-6,4.937991774473324e-8,1.522012327097571e-22,0.0,1.0002315022783488
98,0.005543221006854368,1.0323266646584665e-6,4.988898906168925e-8,7.279189390466644e-23,0.0,1.0002301186277183
99,0.005599784486516147,1.0328357359754224e-6,5.039806037864526e-8,-6.617444900424222e-24,0.0,1.0002287275592288
100,0.005656347966177926,1.0333448072923785e-6,5.090713169560127e-8,1.257314531080602e-22,0.0,1.0002273296069717
101,0.005712911445839705,1.0338538786093345e-6,5.141620301255728e-8,4.632211430296955e-23,0.0,1.0002259252842756
102,0.005769474925501484,1.0343629499262904e-6,5.192527432951329e-8,-3.3087224502121107e-23,0.0,1.00022451508236
103,0.005826038405163263,1.0348720212432466e-6,5.24343456464693e-8,9.926167350636332e-23,0.0,1.0002230994680288
104,0.005882601884825042,1.0353810925602025e-6,5.294341696342531e-8,1.9852334701272664e-23,0.0,1.000221678879568
105,0.005939165364486821,1.0358901638771586e-6,5.3452488280381324e-8,1.522012327097571e-22,0.0,1.00022025371897
106,0.0059957288441486,1.0363992351941146e-6,5.3961559597337334e-8,7.279189390466644e-23,0.0,1.000218824335456
107,0.006052292323810379,1.0369083065110707e-6,5.4470630914293345e-8,2.0514079191315086e-22,0.0,1.0002173909828147
108,0.006108855803472158,1.0374173778280266e-6,5.4979702231249356e-8,1.257314531080602e-22,0.0,1.0002159536470454
109,0.0061654192831339365,1.0379264491449826e-6,5.548877354820537e-8,4.632211430296955e-23,0.0,1.00021450591734
110,0.0062219827627957155,1.0384355204619385e-6,5.599784486516138e-8,-3.3087224502121107e-23,0.0,1.0002130522318766
111,0.0062785462424574945,1.0389445917788944e-6,5.650691618211739e-8,-1.1249656330721176e-22,0.0,1.000211595037108
112,0.0063351097221192735,1.0394536630958508e-6,5.70159874990734e-8,2.3161057151484775e-22,0.0,1.0002101357906232
113,0.006391673201781052,1.0399627344128065e-6,5.752505881602941e-8,-5.955700410381799e-23,0.0,1.000208675457348
114,0.006448236681442831,1.0404718057297626e-6,5.803413013298542e-8,7.279189390466644e-23,0.0,1.000207214753999
115,0.00650480016110461,1.0409808770467188e-6,5.854320144994143e-8,2.0514079191315086e-22,0.0,1.000205754268368
116,0.006561363640766389,1.0414899483636747e-6,5.905227276689744e-8,1.257314531080602e-22,0.0,1.0002042945159246
117,0.006617927120428168,1.0419990196806307e-6,5.956134408385345e-8,4.632211430296955e-23,0.0,1.0002028359664565
118,0.006674490600089947,1.0425080909975868e-6,6.007041540080947e-8,1.7205356741102976e-22,0.0,1.0002013790564783
119,0.006731054079751726,1.043017162314543e-6,6.057948671776548e-8,3.044024654195142e-22,0.0,1.0001999241951043
120,0.006787617559413505,1.0435262336314989e-6,6.108855803472149e-8,2.2499312661442353e-22,0.0,1.0001984717670656
121,0.006844181039075284,1.0440353049484548e-6,6.15976293516775e-8,1.4558378780933287e-22,0.0,1.0001970221345762
122,0.006900744518737063,1.0445443762654107e-6,6.210670066863351e-8,6.617444900424221e-23,0.0,1.0001955756387857
123,0.006957307998398842,1.0450534475823669e-6,6.261577198558952e-8,1.9852334701272664e-22,0.0,1.0001941326011137
124,0.007013871478060621,1.0455625188993228e-6,6.312484330254553e-8,1.1911400820763599e-22,0.0,1.0001926933245537
125,0.0070704349577224,1.046071590216279e-6,6.363391461950155e-8,2.514629062161204e-22,0.0,1.000191258094956
126,0.007126998437384179,1.046580661533235e-6,6.414298593645756e-8,3.8381180422460484e-22,0.0,1.0001898271822494
127,0.007183561917045958,1.0470897328501908e-6,6.465205725341357e-8,9.26442286059391e-23,0.0,1.00018840084164
128,0.007240125396707737,1.0475988041671467e-6,6.516112857036958e-8,1.3234889800848443e-23,0.0,1.0001869793147806
129,0.007296688876369516,1.0481078754841029e-6,6.567019988732559e-8,1.4558378780933287e-22,0.0,1.0001855628308867
130,0.007353252356031295,1.0486169468010588e-6,6.61792712042816e-8,6.617444900424221e-23,0.0,1.0001841516077081
131,0.007409815835693074,1.049126018118015e-6,6.668834252123761e-8,1.9852334701272664e-22,0.0,1.0001827458523942
132,0.007466379315354853,1.0496350894349709e-6,6.719741383819362e-8,1.1911400820763599e-22,0.0,1.0001813457622775
133,0.007522942795016632,1.0501441607519268e-6,6.770648515514963e-8,3.970466940254533e-23,0.0,1.0001799515255947
134,0.007579506274678411,1.050653232068883e-6,6.821555647210564e-8,1.7205356741102976e-22,0.0,1.0001785633221516
135,0.00763606975434019,1.0511623033858391e-6,6.872462778906165e-8,3.044024654195142e-22,0.0,1.0001771813239269
136,0.007692633234001969,1.0516713747027948e-6,6.923369910601766e-8,1.3234889800848443e-23,0.0,1.0001758056956263
137,0.007749196713663748,1.052180446019751e-6,6.974277042297368e-8,1.4558378780933287e-22,0.0,1.0001744365951815
138,0.007805760193325527,1.0526895173367071e-6,7.025184173992969e-8,2.779326858178173e-22,0.0,1.0001730741742052
139,0.007862323672987306,1.0531985886536633e-6,7.07609130568857e-8,4.1028158382630173e-22,0.0,1.0001717185781935
140,0.007918887152649086,1.053707659970619e-6,7.126998437384171e-8,1.1911400820763599e-22,0.0,1.0001703699470474
141,0.007975450632310865,1.0542167312875751e-6,7.177905569079772e-8,2.514629062161204e-22,0.0,1.0001690284154947
142,0.008032014111972645,1.0547258026045313e-6,7.228812700775373e-8,3.8381180422460484e-22,0.0,1.0001676941134559
143,0.008088577591634425,1.055234873921487e-6,7.279719832470974e-8,9.26442286059391e-23,0.0,1.0001663671663688
144,0.008145141071296205,1.0557439452384431e-6,7.330626964166575e-8,2.2499312661442353e-22,0.0,1.000165047695496
145,0.008201704550957985,1.0562530165553993e-6,7.381534095862176e-8,3.5734202462290796e-22,0.0,1.0001637358182183
146,0.008258268030619765,1.0567620878723552e-6,7.432441227557777e-8,2.779326858178173e-22,0.0,1.000162431648324
147,0.008314831510281544,1.0572711591893111e-6,7.483348359253378e-8,1.9852334701272664e-22,0.0,1.0001611352963016
148,0.008371394989943324,1.0577802305062673e-6,7.53425549094898e-8,3.3087224502121107e-22,0.0,1.0001598468696413
149,0.008427958469605104,1.0582893018232232e-6,7.58516262264458e-8,2.514629062161204e-22,0.0,1.0001585664731478
150,0.008484521949266884,1.0587983731401791e-6,7.636069754340182e-8,1.7205356741102976e-22,0.0,1.0001572942092714
151,0.008541085428928664,1.0593074444571353e-6,7.686976886035783e-8,3.044024654195142e-22,0.0,1.0001560301783496
152,0.008597648908590444,1.0598165157740912e-6,7.737884017731384e-8,2.2499312661442353e-22,0.0,1.0001547744792059
153,0.008654212388252223,1.0603255870910471e-6,7.788791149426985e-8,1.4558378780933287e-22,0.0,1.0001535272094604
154,0.008710775867914003,1.0608346584080033e-6,7.839698281122586e-8,2.779326858178173e-22,0.0,1.0001522884660077
155,0.008767339347575783,1.0613437297249594e-6,7.890605412818187e-8,4.1028158382630173e-22,0.0,1.0001510583455828
156,0.008823902827237563,1.0618528010419152e-6,7.941512544513788e-8,1.1911400820763599e-22,0.0,1.0001498369453705
157,0.008880466306899343,1.0623618723588713e-6,7.992419676209389e-8,2.514629062161204e-22,0.0,1.0001486243636761
158,0.008937029786561123,1.0628709436758272e-6,8.04332680790499e-8,1.7205356741102976e-22,0.0,1.0001474207006928
159,0.008993593266222902,1.0633800149927832e-6,8.094233939600591e-8,9.26442286059391e-23,0.0,1.0001462260592373
160,0.009050156745884682,1.0638890863097393e-6,8.145141071296192e-8,2.2499312661442353e-22,0.0,1.0001450405459236
161,0.009106720225546462,1.0643981576266952e-6,8.196048202991793e-8,1.4558378780933287e-22,0.0,1.0001438642724911
162,0.009163283705208242,1.0649072289436514e-6,8.246955334687394e-8,2.779326858178173e-22,0.0,1.0001426973573635
163,0.009219847184870022,1.0654163002606073e-6,8.297862466382996e-8,1.9852334701272664e-22,0.0,1.000141539927524
164,0.009276410664531802,1.0659253715775632e-6,8.348769598078597e-8,1.1911400820763599e-22,0.0,1.0001403921208134
165,0.009332974144193582,1.0664344428945194e-6,8.399676729774198e-8,2.514629062161204e-22,0.0,1.0001392540887903
166,0.009389537623855361,1.0669435142114753e-6,8.450583861469799e-8,1.7205356741102976e-22,0.0,1.0001381260003528
167,0.009446101103517141,1.0674525855284315e-6,8.5014909931654e-8,3.044024654195142e-22,0.0,1.0001370080464134
168,0.009502664583178921,1.0679616568453874e-6,8.552398124861001e-8,2.2499312661442353e-22,0.0,1.000135900446084
169,0.009559228062840701,1.0684707281623433e-6,8.603305256556602e-8,1.4558378780933287e-22,0.0,1.0001348034551452
170,0.00961579154250248,1.0689797994792995e-6,8.654212388252203e-8,2.779326858178173e-22,0.0,1.0001337173784621
171,0.00967235502216426,1.0694888707962554e-6,8.705119519947804e-8,1.9852334701272664e-22,0.0,1.0001326425928927
172,0.00972891850182604,1.0699979421132113e-6,8.756026651643405e-8,1.1911400820763599e-22,0.0,1.0001315797273087
173,0.00978548198148782,1.0705070134301675e-6,8.806933783339006e-8,2.514629062161204e-22,0.0,1.0001305293148888
174,0.0098420454611496,1.0710160847471234e-6,8.857840915034607e-8,1.7205356741102976e-22,5.361499748738446e-274,1.000129491993752
175,0.00989860894081138,1.0715251560640793e-6,8.908748046730208e-8,9.26442286059391e-23,3.5938747486244725e-271,1.0001284686210612
176,0.00995517242047316,1.0720342273810355e-6,8.95965517842581e-8,2.2499312661442353e-22,7.111019483524204e-269,1.000127460398684
177,0.01001173590013494,1.0725432986979916e-6,9.01056231012141e-8,3.5734202462290796e-22,8.972126819456069e-267,1.0001264690821339
178,0.01006829937979672,1.0730523700149475e-6,9.061469441817012e-8,2.779326858178173e-22,8.068366132260085e-265,1.0001254973987654
179,0.0101248628594585,1.0735614413319035e-6,9.112376573512613e-8,1.9852334701272664e-22,5.54125405745462e-263,1.0001245500425748
180,0.010181426339120279,1.0740705126488596e-6,9.163283705208214e-8,3.3087224502121107e-22,3.046475848435153e-261,1.0001236368298938
181,0.010237989818782059,1.0745795839658156e-6,9.214190836903815e-8,2.514629062161204e-22,1.387255284238029e-259,1.000122795002059
182,0.010294553298443839,1.0750886552827715e-6,9.265097968599416e-8,1.7205356741102976e-22,5.368834793980603e-258,1.0001219597902142
183,0.010351116778105619,1.0755977265997276e-6,9.316005100295017e-8,3.044024654195142e-22,1.801825226570535e-256,1.0001214616720997
184,0.010407680257767398,1.0761067979166838e-6,9.366912231990618e-8,4.367513634279986e-22,5.329097618406608e-255,1.0001209104960007
185,0.010464243737429178,1.0766158692336397e-6,9.417819363686219e-8,3.5734202462290796e-22,1.407399473308299e-253,1.0001203164777666
186,0.010520807217090958,1.0771249405505956e-6,9.46872649538182e-8,2.779326858178173e-22,3.355404667125759e-252,1.0001196873307596
187,0.010577370696752738,1.0776340118675518e-6,9.519633627077421e-8,4.1028158382630173e-22,7.28825592034287e-251,1.000119029040898
188,0.010633934176414518,1.0781430831845077e-6,9.570540758773022e-8,3.3087224502121107e-22,1.45360400343298e-249,1.0001183463649839
189,0.010690497656076298,1.0786521545014636e-6,9.621447890468624e-8,2.514629062161204e-22,2.6799591981443373e-248,1.0001176431606715
190,0.010747061135738077,1.0791612258184198e-6,9.672355022164225e-8,3.8381180422460484e-22,4.594076178744394e-247,1.0001169226110593
191,0.010803624615399857,1.0796702971353757e-6,9.723262153859826e-8,3.044024654195142e-22,7.359799966316425e-246,1.0001161873820192
192,0.010860188095061637,1.0801793684523316e-6,9.774169285555427e-8,2.2499312661442353e-22,1.106819982114891e-244,1.0001154397347858
193,0.010916751574723417,1.0806884397692878e-6,9.825076417251028e-8,3.5734202462290796e-22,1.568753859569373e-243,1.0001146816082997
194,0.010973315054385197,1.0811975110862437e-6,9.875983548946629e-8,2.779326858178173e-22,2.1029833696686904e-242,1.000113914680635
195,0.011029878534046977,1.0817065824031999e-6,9.92689068064223e-8,4.1028158382630173e-22,2.6748353279587953e-241,1.0001131404157626
196,0.011086442013708757,1.0822156537201558e-6,9.977797812337831e-8,3.3087224502121107e-22,3.237269124707848e-240,1.0001123600996182
197,0.011143005493370536,1.082724725037112e-6,1.0028704944033432e-7,4.632211430296955e-22,3.73769328002826e-239,1.0001115748682223
198,0.011199568973032316,1.0832337963540679e-6,1.0079612075729033e-7,3.8381180422460484e-22,4.126596188039243e-238,1.0001107857301337
199,0.011256132452694096,1.0837428676710238e-6,1.0130519207424634e-7,3.044024654195142e-22,4.365911586562585e-237,1.000109993584396
200,0.011312695932355876,1.0842519389879797e-6,1.0181426339120235e-7,2.2499312661442353e-22,4.435121532288741e-236,1.0001091992353177
201,0.011369259412017656,1.0847610103049359e-6,1.0232333470815836e-7,3.5734202462290796e-22,4.3337887280092e-235,1.0001084034048566
202,0.011425822891679436,1.0852700816218918e-6,1.0283240602511438e-7,2.779326858178173e-22,4.080228057999268e-234,1.0001076067429948
203,0.011482386371341215,1.085779152938848e-6,1.0334147734207039e-7,4.1028158382630173e-22,3.7070126453580795e-233,1.0001068098356924
204,0.011538949851002995,1.0862882242558039e-6,1.038505486590264e-7,3.3087224502121107e-22,3.2546655573952445e-232,1.00010601321222
205,0.011595513330664775,1.0867972955727598e-6,1.0435961997598241e-7,2.514629062161204e-22,2.765077716117121e-231,1.0001052173515212
206,0.011652076810326555,1.087306366889716e-6,1.0486869129293842e-7,3.8381180422460484e-22,2.2759543316390623e-230,1.0001044226876314
207,0.011708640289988335,1.0878154382066719e-6,1.0537776260989443e-7,3.044024654195142e-22,1.8170873985225635e-229,1.0001036296143393
208,0.011765203769650115,1.088324509523628e-6,1.0588683392685044e-7,4.367513634279986e-22,1.4086807430280647e-228,1.0001028384892483
209,0.011821767249311894,1.088833580840584e-6,1.0639590524380645e-7,3.5734202462290796e-22,1.0614821748331225e-227,1.0001020496377548
210,0.011878330728973674,1.0893426521575399e-6,1.0690497656076246e-7,2.779326858178173e-22,7.781944057329027e-227,1.000101263357116
211,0.011934894208635454,1.0898517234744958e-6,1.0741404787771847e-7,1.9852334701272664e-22,5.555536293121982e-226,1.0001004799168112
212,0.011991457688297234,1.090360794791452e-6,1.0792311919467448e-7,3.3087224502121107e-22,3.8653687533283004e-225,1.0000996995605846
213,0.012048021167959014,1.090869866108408e-6,1.084321905116305e-7,2.514629062161204e-22,2.6231716108310015e-224,1.0000989225088979
214,0.012104584647620794,1.0913789374253638e-6,1.089412618285865e-7,1.7205356741102976e-22,1.7376325413360543e-223,1.0000981489612821
215,0.012161148127282573,1.09188800874232e-6,1.0945033314554252e-7,3.044024654195142e-22,1.1243244520472979e-222,1.0000973790984247
216,0.012217711606944353,1.0923970800592761e-6,1.0995940446249853e-7,4.367513634279986e-22,7.11080236875814e-222,1.0000966130839684
217,0.012274275086606133,1.0929061513762323e-6,1.1046847577945454e-7,5.69100261436483e-22,4.3986009348120744e-221,1.0000958510660556
218,0.012330838566267913,1.0934152226931882e-6,1.1097754709641055e-7,4.896909226313924e-22,2.662817658624241e-220,1.000095093178662
219,0.012387402045929693,1.0939242940101441e-6,1.1148661841336656e-7,4.1028158382630173e-22,1.5785135456311635e-219,1.000094339542764
220,0.012443965525591473,1.0944333653271003e-6,1.1199568973032257e-7,5.426304818347862e-22,9.16795506722704e-219,1.00009359026737
221,0.012500529005253253,1.094942436644056e-6,1.1250476104727858e-7,2.514629062161204e-22,5.219635890339615e-218,1.0000928454504465
222,0.012557092484915032,1.0954515079610121e-6,1.1301383236423459e-7,3.8381180422460484e-22,2.914524002842107e-217,1.000092105179754
223,0.012613655964576812,1.095960579277968e-6,1.135229036811906e-7,3.044024654195142e-22,1.596840188030356e-216,1.0000913695336113
224,0.012670219444238592,1.0964696505949242e-6,1.1403197499814661e-7,4.367513634279986e-22,8.588545047431961e-216,1.0000906385815946
225,0.012726782923900372,1.0969787219118801e-6,1.1454104631510262e-7,3.5734202462290796e-22,4.5366143102159366e-215,1.0000899123851839
226,0.012783346403562152,1.0974877932288363e-6,1.1505011763205863e-7,4.896909226313924e-22,2.3544010358620094e-214,1.0000891909983567
227,0.012839909883223932,1.097996864545792e-6,1.1555918894901465e-7,1.9852334701272664e-22,1.2009929883902594e-213,1.0000884744681002
228,0.012896473362885711,1.0985059358627481e-6,1.1606826026597066e-7,3.3087224502121107e-22,6.023937682083686e-213,1.0000877628350227
