step,time_s,liquid_area_m2,boundary_integral_m2,balance_error_m2,phi_min,phi_max
229,0.012953036842547491,1.0990150071797043e-6,1.1657733158292667e-7,4.632211430296955e-22,2.972095516097653e-212,1.0000870561337742
230,0.013009600322209271,1.0995240784966602e-6,1.1708640289988268e-7,3.8381180422460484e-22,1.442925366616355e-211,1.0000863543934453
231,0.013066163801871051,1.1000331498136161e-6,1.1759547421683869e-7,3.044024654195142e-22,6.895644273488441e-211,1.0000856576379729
232,0.01312272728153283,1.1005422211305723e-6,1.181045455337947e-7,4.367513634279986e-22,3.2449022875695004e-210,1.0000849658865527
233,0.01317929076119461,1.1010512924475282e-6,1.1861361685075071e-7,3.5734202462290796e-22,1.504060312787417e-209,1.0000842791540383
234,0.01323585424085639,1.1015603637644842e-6,1.1912268816770672e-7,2.779326858178173e-22,6.869137296769274e-209,1.0000835974513185
235,0.01329241772051817,1.1020694350814403e-6,1.1963175948466274e-7,3.970466940254533e-22,3.0920361247271324e-208,1.0000829207856683
236,0.01334898120017995,1.1025785063983962e-6,1.2014083080161876e-7,3.1763735522036263e-22,1.3722090832826409e-207,1.0000822491610692
237,0.01340554467984173,1.1030875777153524e-6,1.2064990211857477e-7,4.499862532288471e-22,6.0055582636659335e-207,1.0000815825785032
238,0.01346210815950351,1.1035966490323083e-6,1.2115897343553078e-7,3.705769144237564e-22,2.592770408090581e-206,1.0000809210362225
239,0.01351867163916529,1.1041057203492644e-6,1.216680447524868e-7,5.029258124322408e-22,1.104508137192459e-205,1.0000802645299947
240,0.01357523511882707,1.1046147916662202e-6,1.221771160694428e-7,2.117582368135751e-22,4.643881080597528e-205,1.0000796130533245
241,0.01363179859848885,1.1051238629831763e-6,1.226861873863988e-7,3.441071348220595e-22,1.9275709245121144e-204,1.0000789665976557
242,0.013688362078150629,1.1056329343001325e-6,1.2319525870335482e-7,4.764560328305439e-22,7.900659320513038e-204,1.0000783251525611
243,0.013744925557812409,1.1061420056170886e-6,1.2370433002031083e-7,6.088049308390284e-22,3.198478864661386e-203,1.0000776887059244
244,0.013801489037474189,1.1066510769340443e-6,1.2421340133726684e-7,3.1763735522036263e-22,1.2792379041320813e-202,1.000077057244117
245,0.013858052517135969,1.1071601482510005e-6,1.2472247265422285e-7,4.499862532288471e-22,5.055736746501312e-202,1.0000764307521643
246,0.013914615996797748,1.1076692195679564e-6,1.2523154397117886e-7,3.705769144237564e-22,1.9748663323165046e-201,1.0000758092139064
247,0.013971179476459528,1.1081782908849123e-6,1.2574061528813487e-7,2.9116757561866574e-22,7.626112356363971e-201,1.0000751926121496
248,0.014027742956121308,1.1086873622018685e-6,1.2624968660509088e-7,4.235164736271502e-22,2.9118596090860186e-200,1.0000745809288079
249,0.014084306435783088,1.1091964335188244e-6,1.267587579220469e-7,3.441071348220595e-22,1.0995788219259717e-199,1.0000739741450346
250,0.014140869915444868,1.1097055048357805e-6,1.272678292390029e-7,4.764560328305439e-22,4.107291303837519e-199,1.0000733722413482
251,0.014197433395106648,1.1102145761527365e-6,1.2777690055595892e-7,3.970466940254533e-22,1.5178888430732603e-198,1.0000727751977465
252,0.014253996874768428,1.1107236474696926e-6,1.2828597187291493e-7,5.293955920339377e-22,5.5508509441438306e-198,1.0000721829938157
253,0.014310560354430207,1.1112327187866485e-6,1.2879504318987094e-7,4.499862532288471e-22,2.0090551881240786e-197,1.0000715956088309
254,0.014367123834091987,1.1117417901036045e-6,1.2930411450682695e-7,3.705769144237564e-22,7.198007187524522e-197,1.0000710130218506
255,0.014423687313753767,1.1122508614205604e-6,1.2981318582378296e-7,2.9116757561866574e-22,2.55325444575518e-196,1.0000704352117946
256,0.014480250793415547,1.1127599327375165e-6,1.3032225714073897e-7,4.235164736271502e-22,8.968268495160237e-196,1.0000698621575308
257,0.014536814273077327,1.1132690040544725e-6,1.3083132845769498e-7,3.441071348220595e-22,3.119788114934675e-195,1.0000692938379447
258,0.014593377752739107,1.1137780753714286e-6,1.31340399774651e-7,4.764560328305439e-22,1.0750062730394039e-194,1.0000687302320033
259,0.014649941232400886,1.1142871466883848e-6,1.31849471091607e-7,6.088049308390284e-22,3.6697110994931537e-194,1.0000681713188122
260,0.014706504712062666,1.1147962180053407e-6,1.3235854240856301e-7,5.293955920339377e-22,1.241227921288373e-193,1.0000674559515792
261,0.014763068191724446,1.1153052893222966e-6,1.3286761372551902e-7,4.499862532288471e-22,4.160371200297533e-193,1.000066725809773
262,0.014819631671386226,1.1158143606392528e-6,1.3337668504247504e-7,5.823351512373315e-22,1.3820824939622877e-192,1.000065997076034
263,0.014876195151048006,1.1163234319562085e-6,1.3388575635943105e-7,2.9116757561866574e-22,4.551096699549921e-192,1.0000652554580698
264,0.014932758630709786,1.1168325032731646e-6,1.3439482767638706e-7,4.235164736271502e-22,1.4857157348649467e-191,1.000064501610398
265,0.014989322110371565,1.1173415745901208e-6,1.3490389899334307e-7,5.558653716356346e-22,4.8089341537386164e-191,1.0000637383807889
266,0.015045885590033345,1.117850645907077e-6,1.3541297031029908e-7,6.88214269644119e-22,1.543511484958793e-190,1.0000629563685604
267,0.015102449069695125,1.1183597172240329e-6,1.359220416272551e-7,6.088049308390284e-22,4.913284992122364e-190,1.0000622005647481
268,0.015159012549356905,1.1188687885409888e-6,1.364311129442111e-7,5.293955920339377e-22,1.5512683609964416e-189,1.0000614710402074
269,0.015215576029018685,1.1193778598579447e-6,1.369401842611671e-7,4.499862532288471e-22,4.858535635475243e-189,1.0000607676653024
270,0.015272139508680465,1.1198869311749006e-6,1.3744925557812312e-7,3.705769144237564e-22,1.5096515844086516e-188,1.000060086449604
271,0.015328702988342244,1.1203960024918568e-6,1.3795832689507913e-7,5.029258124322408e-22,4.654244517006381e-188,1.0000593069110304
272,0.015385266468004024,1.1209050738088127e-6,1.3846739821203514e-7,4.235164736271502e-22,1.4238687591171593e-187,1.0000585271565412
273,0.015441829947665804,1.1214141451257689e-6,1.3897646952899115e-7,5.558653716356346e-22,4.3229990361812097e-187,1.0000577799195487
274,0.015498393427327584,1.1219232164427248e-6,1.3948554084594716e-7,4.764560328305439e-22,1.3026862792280707e-186,1.00005700749086
275,0.015554956906989364,1.1224322877596807e-6,1.3999461216290318e-7,3.970466940254533e-22,3.8965316750634904e-186,1.0000562520183098
276,0.015611520386651144,1.1229413590766367e-6,1.4050368347985919e-7,3.1763735522036263e-22,1.157026969944771e-185,1.0000555260272963
277,0.015668083866312923,1.1234504303935928e-6,1.410127547968152e-7,4.499862532288471e-22,3.410970760812389e-185,1.0000548271104204
278,0.0157246473459747,1.123959501710549e-6,1.415218261137712e-7,5.823351512373315e-22,9.98442938737427e-185,1.0000541292410063
279,0.01578121082563648,1.1244685730275049e-6,1.4203089743072722e-7,5.029258124322408e-22,2.9021504628480694e-184,1.0000534232710345
280,0.015837774305298258,1.1249776443444608e-6,1.4253996874768323e-7,4.235164736271502e-22,8.377374351835527e-184,1.0000527443292573
281,0.015894337784960036,1.125486715661417e-6,1.4304904006463924e-7,5.558653716356346e-22,2.401742228635122e-183,1.0000520654540304
282,0.015950901264621814,1.1259957869783729e-6,1.4355811138159525e-7,4.764560328305439e-22,6.839333264791717e-183,1.000051407000369
283,0.016007464744283592,1.1265048582953288e-6,1.4406718269855126e-7,3.970466940254533e-22,1.93467389188809e-182,1.0000507620403212
284,0.01606402822394537,1.127013929612285e-6,1.4457625401550727e-7,5.293955920339377e-22,5.436826418246613e-182,1.000050128885261
285,0.01612059170360715,1.1275230009292409e-6,1.4508532533246328e-7,4.499862532288471e-22,1.5179702740264658e-181,1.0000495174577644
286,0.016177155183268926,1.1280320722461968e-6,1.455943966494193e-7,3.705769144237564e-22,4.2111135586975574e-181,1.000048860896811
287,0.016233718662930705,1.128541143563153e-6,1.461034679663753e-7,5.029258124322408e-22,1.1608649561107863e-180,1.0000482012039575
288,0.016290282142592483,1.129050214880109e-6,1.4661253928333132e-7,6.352747104407253e-22,3.1801828924097388e-180,1.0000475682193797
289,0.01634684562225426,1.129559286197065e-6,1.4712161060028733e-7,5.558653716356346e-22,8.658489873691745e-180,1.000046950613986
290,0.01640340910191604,1.130068357514021e-6,1.4763068191724334e-7,4.764560328305439e-22,2.3430703295499647e-179,1.0000463637779595
291,0.016459972581577817,1.130577428830977e-6,1.4813975323419935e-7,3.970466940254533e-22,6.30252418272741e-179,1.0000457855884615
292,0.016516536061239595,1.131086500147933e-6,1.4864882455115536e-7,5.293955920339377e-22,1.68524140303179e-178,1.000045226669017
293,0.016573099540901373,1.131595571464889e-6,1.4915789586811137e-7,4.499862532288471e-22,4.4798139888900364e-178,1.0000446856968226
294,0.01662966302056315,1.1321046427818451e-6,1.4966696718506738e-7,5.823351512373315e-22,1.183966604575891e-177,1.0000441615071918
295,0.01668622650022493,1.132613714098801e-6,1.501760385020234e-7,5.029258124322408e-22,3.1112247232923735e-177,1.0000436530289725
296,0.016742789979886707,1.1331227854157572e-6,1.506851098189794e-7,6.352747104407253e-22,8.129542814834776e-177,1.0000431592775039
297,0.016799353459548486,1.1336318567327131e-6,1.511941811359354e-7,5.558653716356346e-22,2.1123872978792565e-176,1.000042688867127
298,0.016855916939210264,1.134140928049669e-6,1.5170325245289142e-7,4.764560328305439e-22,5.458622334260669e-176,1.0000422196537975
299,0.016912480418872042,1.1346499993666252e-6,1.5221232376984743e-7,6.088049308390284e-22,1.4028897573924383e-175,1.0000417649254565
300,0.01696904389853382,1.1351590706835811e-6,1.5272139508680345e-7,5.293955920339377e-22,3.586109040986316e-175,1.000041322471438
301,0.017025607378195598,1.1356681420005373e-6,1.5323046640375946e-7,6.617444900424221e-22,9.118237052593889e-175,1.0000408907442457
302,0.017082170857857376,1.1361772133174932e-6,1.5373953772071547e-7,5.823351512373315e-22,2.3062864210107277e-174,1.0000404696578802
303,0.017138734337519154,1.1366862846344491e-6,1.5424860903767148e-7,5.029258124322408e-22,5.803068017370371e-174,1.0000400587416174
304,0.017195297817180932,1.1371953559514053e-6,1.547576803546275e-7,6.352747104407253e-22,1.4526827026970367e-173,1.000039657573533
305,0.01725186129684271,1.1377044272683612e-6,1.552667516715835e-7,5.558653716356346e-22,3.618084768829135e-173,1.0000392657656128
306,0.01730842477650449,1.1382134985853171e-6,1.557758229885395e-7,4.764560328305439e-22,8.966177178037484e-173,1.0000388829551643
307,0.017364988256166267,1.1387225699022733e-6,1.5628489430549552e-7,6.088049308390284e-22,2.2109646469212855e-172,1.000038508769537
308,0.017421551735828045,1.1392316412192292e-6,1.5679396562245153e-7,5.293955920339377e-22,5.425341005618079e-172,1.0000381428608505
309,0.017478115215489823,1.1397407125361851e-6,1.5730303693940754e-7,4.499862532288471e-22,1.3248523015984216e-171,1.0000377849036575
310,0.0175346786951516,1.1402497838531413e-6,1.5781210825636355e-7,5.823351512373315e-22,3.2197863657830077e-171,1.000037433890319
311,0.01759124217481338,1.1407588551700974e-6,1.5832117957331956e-7,7.146840492458159e-22,7.788061516172656e-171,1.0000370900618314
312,0.017647805654475157,1.1412679264870534e-6,1.5883025089027557e-7,6.352747104407253e-22,1.8749838843213446e-170,1.0000367532530154
313,0.017704369134136935,1.1417769978040093e-6,1.5933932220723159e-7,5.558653716356346e-22,4.4931845251348554e-170,1.0000364233023085
314,0.017760932613798713,1.1422860691209654e-6,1.598483935241876e-7,6.88214269644119e-22,1.071819846159659e-169,1.000036100047147
315,0.01781749609346049,1.1427951404379214e-6,1.603574648411436e-7,6.088049308390284e-22,2.5452005781023125e-169,1.000035783322512
316,0.01787405957312227,1.1433042117548773e-6,1.6086653615809962e-7,5.293955920339377e-22,6.016949236873575e-169,1.000035472961082
317,0.017930623052784048,1.1438132830718334e-6,1.6137560747505563e-7,6.617444900424221e-22,1.4161387896592385e-168,1.0000351687932874
318,0.017987186532445826,1.1443223543887892e-6,1.6188467879201164e-7,3.705769144237564e-22,3.318417593839809e-168,1.0000348706490139
319,0.018043750012107604,1.1448314257057453e-6,1.6239375010896765e-7,5.029258124322408e-22,7.742339404517073e-168,1.0000345783590585
320,0.018100313491769382,1.1453404970227012e-6,1.6290282142592366e-7,4.235164736271502e-22,1.7986601936582114e-167,1.0000342905069515
321,0.01815687697143116,1.1458495683396574e-6,1.6341189274287967e-7,5.558653716356346e-22,4.160841667365522e-167,1.0000340116754198
322,0.018213440451092938,1.1463586396566133e-6,1.6392096405983568e-7,4.764560328305439e-22,9.584896122942401e-167,1.0000337329891715
323,0.018270003930754716,1.1468677109735695e-6,1.644300353767917e-7,6.088049308390284e-22,2.1988034038903824e-166,1.000033460864776
324,0.018326567410416494,1.1473767822905254e-6,1.649391066937477e-7,5.293955920339377e-22,5.0233841472936164e-166,1.0000331949035575
325,0.018383130890078273,1.1478858536074813e-6,1.6544817801070371e-7,4.499862532288471e-22,1.1429710548160564e-165,1.0000329347387296
326,0.01843969436974005,1.1483949249244375e-6,1.6595724932765973e-7,5.823351512373315e-22,2.590123087567478e-165,1.000032681347567
327,0.01849625784940183,1.1489039962413936e-6,1.6646632064461574e-7,7.146840492458159e-22,5.846137338112483e-165,1.0000324328924122
328,0.018552821329063607,1.1494130675583493e-6,1.6697539196157175e-7,4.235164736271502e-22,1.3143100028216637e-164,1.0000321891652488
329,0.018609384808725385,1.1499221388753055e-6,1.6748446327852776e-7,5.558653716356346e-22,2.9432231880566098e-164,1.0000319453816453
330,0.018665948288387163,1.1504312101922616e-6,1.6799353459548377e-7,6.88214269644119e-22,6.565400291827856e-164,1.0000317065059454
331,0.01872251176804894,1.1509402815092175e-6,1.6850260591243978e-7,6.088049308390284e-22,1.458906839984166e-163,1.0000314722617778
332,0.01877907524771072,1.1514493528261735e-6,1.690116772293958e-7,5.293955920339377e-22,3.2295173345598903e-163,1.0000312424133178
333,0.018835638727372497,1.1519584241431296e-6,1.695207485463518e-7,6.617444900424221e-22,7.12207323657678e-163,1.0000310167420337
334,0.018892202207034275,1.1524674954600853e-6,1.700298198633078e-7,3.705769144237564e-22,1.5647635978838618e-162,1.0000307950134488
335,0.018948765686696054,1.1529765667770415e-6,1.7053889118026382e-7,5.029258124322408e-22,3.425144786358524e-162,1.0000305770639397
336,0.01900532916635783,1.1534856380939976e-6,1.7104796249721983e-7,6.352747104407253e-22,7.469837437899292e-162,1.0000303667560873
337,0.01906189264601961,1.1539947094109533e-6,1.7155703381417584e-7,3.441071348220595e-22,1.623152041301678e-161,1.000030158227817
338,0.019118456125681388,1.1545037807279097e-6,1.7206610513113185e-7,6.88214269644119e-22,3.514282117879118e-161,1.0000299500598053
339,0.019175019605343166,1.1550128520448656e-6,1.7257517644808787e-7,6.088049308390284e-22,7.581526655638522e-161,1.0000297446176492
340,0.019231583085004944,1.1555219233618216e-6,1.7308424776504388e-7,5.293955920339377e-22,1.6297925082151558e-160,1.00002954192548
341,0.019288146564666722,1.1560309946787777e-6,1.735933190819999e-7,6.617444900424221e-22,3.4912126067494886e-160,1.000029335129093
342,0.0193447100443285,1.1565400659957336e-6,1.741023903989559e-7,5.823351512373315e-22,7.45248437352727e-160,1.0000291331690272
343,0.01940127352399028,1.1570491373126898e-6,1.746114617159119e-7,7.146840492458159e-22,1.5853270491278525e-159,1.0000289350696352
344,0.019457837003652056,1.1575582086296457e-6,1.7512053303286792e-7,6.352747104407253e-22,3.3607922568632164e-159,1.0000287407292399
345,0.019514400483313835,1.1580672799466019e-6,1.7562960434982393e-7,7.676236084492097e-22,7.100373963453527e-159,1.0000285526675905
346,0.019570963962975613,1.1585763512635578e-6,1.7613867566677994e-7,6.88214269644119e-22,1.4950271042543379e-158,1.0000283732324025
347,0.01962752744263739,1.1590854225805135e-6,1.7664774698373595e-7,3.970466940254533e-22,3.137303372080544e-158,1.0000281946210416
348,0.01968409092229917,1.1595944938974696e-6,1.7715681830069196e-7,5.293955920339377e-22,6.561674516377645e-158,1.0000280186782995
349,0.019740654401960947,1.1601035652144258e-6,1.7766588961764797e-7,6.617444900424221e-22,1.3678374228528301e-157,1.000027846376091
350,0.019797217881622725,1.160612636531382e-6,1.7817496093460398e-7,7.940933880509066e-22,2.8420167247821196e-157,1.0000276745636414
351,0.019853781361284503,1.1611217078483379e-6,1.7868403225156e-7,7.146840492458159e-22,5.885747996709171e-157,1.0000274966607163
352,0.01991034484094628,1.1616307791652938e-6,1.79193103568516e-7,6.352747104407253e-22,1.2149822751379504e-156,1.0000273246930682
353,0.01996690832060806,1.16213985048225e-6,1.7970217488547202e-7,7.676236084492097e-22,2.500009467107194e-156,1.0000271480035363
354,0.02,1.1624376755967773e-6,1.799999999999995e-7,6.88214269644119e-22,4.0373324655204023e-156,1.0000270454310978
